dataset,target,values,seed,m_error_no_stats,p_error_no_stats,f_error_no_stats,m_error_with_stats,p_error_with_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
random,1000,100,316,0.89045000000000000000,0.89045000000000000000,0.89045000000000000000,0.89045000000000000000,0.89045000000000000000,0.89045000000000000000,100000,89045,89045,100000,89045,89045,100000,89045,89045
random,1000,100,1027,1.0002369949046096,1.0002369949046096,1.0002369949046096,1.0186041000118497,1.0186041000118497,1.0186041000118497,8439,8441,8596,8439,8441,8596,8439,8441,8596
random,1000,100,1059,1.1279133912563784,1.1279133912563784,1.1279133912563784,1.1279133912563784,1.1565646117776858,1.1565646117776858,29004,32714,32714,29004,32714,33545,29004,32714,33545
random,1000,100,1170,1.00042051302589158774,1.00042051302589158774,1.00042051302589158774,1.00042051302589158774,0.99466348945713770800,0.99466348945713770800,99878,99920,99920,99878,99920,99345,99878,99920,99345
random,1000,100,1521,1.00141052849526373001,1.00141052849526373001,1.00141052849526373001,0.99732128992183860448,0.99732128992183860448,0.99732128992183860448,77276,77385,77069,77276,77385,77069,77276,77385,77069
random,1000,100,1539,1.11344692153372326298,1.11344692153372326298,1.11344692153372326298,1.09700206267130061315,1.09700206267130061315,1.09700206267130061315,70782,78812,77648,70782,78812,77648,70782,78812,77648
random,1000,100,1900,0.91228070175438596491,0.91228070175438596491,0.91228070175438596491,0.91228070175438596491,0.96491228070175438596,0.96491228070175438596,57,52,52,57,52,55,57,52,55
random,1000,100,2997,1.01101794859367679607,1.01101794859367679607,1.01101794859367679607,1.01072715229648298034,1.01072715229648298034,1.01072715229648298034,61899,62581,62563,61899,62581,62563,61899,62581,62563
random,1000,100,3451,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0,1,1,0,1,1,0,1,1
random,1000,100,4263,1.03191272133251655436,1.03191272133251655436,1.03191272133251655436,1.03191272133251655436,1.04019719378081152825,1.04019719378081152825,34281,35375,35375,34281,35375,35659,34281,35375,35659
random,1000,100,4405,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0,1,1,0,1,1,0,1,1
random,1000,100,4549,1.6363636363636364,1.6363636363636364,1.6363636363636364,1.6363636363636364,1.8181818181818182,1.8181818181818182,33,54,54,33,54,60,33,54,60
random,1000,100,4817,1.04235370529447505709,1.04235370529447505709,1.04235370529447505709,1.04235370529447505709,1.03826813886735527667,1.03826813886735527667,95458,99501,99501,95458,99501,99111,95458,99501,99111
random,1000,100,5419,1.1036414565826331,1.1036414565826331,0.77871148459383753501,1.1316526610644258,1.1176470588235294,1.1176470588235294,357,394,404,357,394,399,357,278,399
random,1000,100,5568,0.99778000000000000000,0.99778000000000000000,0.99778000000000000000,0.99778000000000000000,1.00000000000000000000,1.00000000000000000000,100000,99778,99778,100000,99778,100000,100000,99778,100000
random,1000,100,5740,0.54239363330272421182,0.54239363330272421182,0.55892255892255892256,0.54239363330272421182,0.55310682583409856137,0.55310682583409856137,3267,1772,1772,3267,1772,1807,3267,1826,1807
random,1000,100,5898,1.00070105157736604907,1.00070105157736604907,1.00068102153229844767,1.00070105157736604907,0.99490235353029544316,1.00070105157736604907,99850,99920,99920,99850,99920,99341,99850,99918,99920
random,1000,100,6750,0.58845622289976473567,0.58845622289976473567,0.58845622289976473567,0.58845622289976473567,0.60719296950003692489,0.58845622289976473567,94787,55778,55778,94787,55778,57554,94787,55778,55778
random,1000,100,6779,0.42750915615404535533,0.42750915615404535533,0.42750915615404535533,0.42750915615404535533,0.43919943768266064888,0.42750915615404535533,27031,11556,11556,27031,11556,11872,27031,11556,11556
random,1000,100,7791,0.90394000000000000000,0.90394000000000000000,0.90497000000000000000,0.90394000000000000000,0.90394000000000000000,0.90220000000000000000,100000,90394,90394,100000,90394,90394,100000,90497,90220
random,1000,100,8398,0.48888888888888888889,0.48888888888888888889,0.48571428571428571429,0.48888888888888888889,0.49206349206349206349,0.48888888888888888889,630,308,308,630,308,310,630,306,308
random,1000,100,8437,0.81773399014778325123,0.81773399014778325123,0.81773399014778325123,0.81773399014778325123,0.82758620689655172414,0.81773399014778325123,203,166,166,203,166,168,203,166,166
random,1000,100,8702,1.00000000000000000000,1.00000000000000000000,0.99991000000000000000,1.00000000000000000000,1.00000000000000000000,0.99990000000000000000,100000,100000,100000,100000,100000,100000,100000,99991,99990
random,1000,100,8818,13.1748400852878465,13.1748400852878465,13.2452025586353945,13.1748400852878465,13.1940298507462687,13.2068230277185501,469,6179,6179,469,6179,6188,469,6212,6194
random,1000,100,8930,1.5941853185161997,1.5941853185161997,1.5941853185161997,1.5941853185161997,1.5973548286116763,1.5941853185161997,25556,40741,40741,25556,40741,40822,25556,40741,40741
random,1000,100,9038,1.03823290157061510544,1.03823290157061510544,1.03822247251945018042,1.03823290157061510544,1.03260121394155559727,1.03823290157061510544,95886,99552,99552,95886,99552,99012,95886,99551,99552
random,1000,100,9126,0.99878877666443107539,0.99878877666443107539,0.99878877666443107539,0.99878877666443107539,1.0010110211313427,0.99878877666443107539,99899,99778,99778,99899,99778,100000,99899,99778,99778
random,1000,100,9158,1.00450005044899606498,1.00450005044899606498,1.00450005044899606498,1.00450005044899606498,1.0089799212995661,1.00450005044899606498,99110,99556,99556,99110,99556,100000,99110,99556,99556
random,1000,100,9240,1.00000000000000000000,1.00000000000000000000,0.99990000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,100000,100000,100000,100000,100000,100000,100000,99990,100000
random,1000,100,10049,0.11005943209333039842,0.11005943209333039842,0.11005943209333039842,0.11005943209333039842,0.24103015628439357253,0.11005943209333039842,4543,500,500,4543,500,1095,4543,500,500
random,1000,100,10114,0.00740740740740740741,0.00740740740740740741,0.00740740740740740741,0.00740740740740740741,0.71851851851851851852,0.00740740740740740741,270,2,2,270,2,194,270,2,2
random,1000,100,10174,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0,1,1,0,1,1,0,1,1
random,1000,100,10225,0.37500000000000000000,0.37500000000000000000,0.37500000000000000000,0.37500000000000000000,0.37500000000000000000,0.37500000000000000000,16,6,6,16,6,6,16,6,6
random,1000,100,10331,0.54278270780753887487,0.54278270780753887487,0.54278270780753887487,0.54278270780753887487,0.56582268175527151347,0.54278270780753887487,61415,33335,33335,61415,33335,34750,61415,33335,33335
random,1000,100,10336,0.04545454545454545455,0.04545454545454545455,0.04545454545454545455,0.04545454545454545455,0.04545454545454545455,0.04545454545454545455,22,1,1,22,1,1,22,1,1
random,1000,100,10979,0.64517481185100504906,0.64517481185100504906,0.64517481185100504906,0.64517481185100504906,0.66685719729446508526,0.64511765266266552348,52485,33862,33862,52485,33862,35000,52485,33862,33859
random,1000,100,11510,1.00428950635351588127,1.00428950635351588127,1.00428950635351588127,1.00428950635351588127,1.00918459007458694577,1.00428950635351588127,99079,99504,99504,99079,99504,99989,99079,99504,99504
random,1000,100,12000,1.02167896678966789668,1.02167896678966789668,1.02167896678966789668,1.02167896678966789668,1.02257072570725707257,1.02166871668716687167,97560,99675,99675,97560,99675,99762,97560,99675,99674
random,1000,100,12364,0.78249611600207146556,0.79803210771620921802,0.79906784049715173485,0.80528223718280683584,0.81046090108751941999,0.81149663386846193682,1931,1511,1555,1931,1541,1565,1931,1543,1567
random,1000,100,12513,0.90876218764124749790,0.90876218764124749790,0.90876218764124749790,0.90876218764124749790,0.92826241363724414025,0.90876218764124749790,77435,70370,70370,77435,70370,71880,77435,70370,70370
random,1000,100,13136,0.99290891900409706902,0.99131342578001890955,0.98569965332492908919,0.99235739048219350772,1.00405767412543334384,0.99186495430192247085,50768,50408,50380,50768,50327,50974,50768,50042,50355
random,1000,100,13216,0.78591130914491831105,0.78591130914491831105,0.78591130914491831105,0.78591130914491831105,0.78930617441120305538,0.78591130914491831105,4713,3704,3704,4713,3704,3720,4713,3704,3704
