dataset,target,values,seed,m_error_no_stats,p_error_no_stats,f_error_no_stats,m_error_with_stats,p_error_with_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
correlated,100,10,43,11111.0000000000000000,11111.0000000000000000,11111.0000000000000000,11111.0000000000000000,17.0000000000000000,13.0000000000000000,0,11111,11111,0,11111,17,0,11111,13
correlated,100,10,512,0.66502000000000000000,0.66927000000000000000,0.66867000000000000000,0.66596000000000000000,1.00000000000000000000,1.00000000000000000000,100000,66502,66596,100000,66927,100000,100000,66867,100000
correlated,100,10,623,1.2037100456621005,1.2116581050228311,1.2052796803652968,1.2048944063926941,0.99853025114155251142,0.99871575342465753425,70080,84356,84439,70080,84913,69977,70080,84466,69990
correlated,100,10,660,99667.000000000000,99667.000000000000,99667.000000000000,99667.000000000000,17.0000000000000000,13.0000000000000000,0,99667,99667,0,99667,17,0,99667,13
correlated,100,10,1019,0.37135695187165775401,0.37135695187165775401,0.37135695187165775401,0.37135695187165775401,1.0040106951871658,1.0034425133689840,29920,11111,11111,29920,11111,30040,29920,11111,30023
correlated,100,10,1676,47381.000000000000,47307.000000000000,47316.000000000000,47356.000000000000,17.0000000000000000,13.0000000000000000,0,47381,47356,0,47307,17,0,47316,13
correlated,100,10,1736,40741.000000000000,40741.000000000000,40741.000000000000,40741.000000000000,17.0000000000000000,13.0000000000000000,0,40741,40741,0,40741,17,0,40741,13
correlated,100,10,1847,0.61323706970899144962,0.59852647660350393022,0.60542591725599388907,0.95926865929083606436,0.99418475716432989183,0.99221348840647561787,40583,24887,38930,40583,24290,40347,40583,24570,40267
correlated,100,10,2041,0.98869616059247709998,0.95244591697524848957,0.98167998440849736893,0.98343402845449230170,1.0011693626973300,0.97973104657961411031,5131,5073,5046,5131,4887,5137,5131,5037,5027
correlated,100,10,2080,0.30690534134554388069,0.30881996747442359373,0.30688227356085858295,0.33369857325751721433,0.99972318658377642703,0.99817764500986147795,86701,26609,28932,86701,26775,86677,86701,26607,86543
correlated,100,10,2811,1.1970944156317901,1.1935258758782573,1.1939541006486812,1.1958573218505654,0.99633629918637293619,0.99828710091830422991,63051,75478,75400,63051,75253,62820,63051,75280,62943
correlated,100,10,2879,33333.000000000000,33333.000000000000,33333.000000000000,33333.000000000000,17.0000000000000000,13.0000000000000000,0,33333,33333,0,33333,17,0,33333,13
correlated,100,10,3041,0.07082152974504249292,0.07082152974504249292,0.07082152974504249292,0.07082152974504249292,1.0032577903682720,0.97733711048158640227,7060,500,500,7060,500,7083,7060,500,6900
correlated,100,10,3460,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0,1,1,0,1,1,0,1,1
correlated,100,10,3699,0.99292000000000000000,0.99282000000000000000,0.99279000000000000000,0.99987000000000000000,0.99983000000000000000,0.99987000000000000000,100000,99292,99987,100000,99282,99983,100000,99279,99987
