dataset,target,values,seed,m_error_no_stats,p_error_no_stats,f_error_no_stats,m_error_with_stats,p_error_with_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
correlated,10000,10,707,0.00028328611898016997,0.00028328611898016997,0.00028328611898016997,0.00028328611898016997,1.00000000000000000000,1.00000000000000000000,7060,2,2,7060,2,7060,7060,2,7060
correlated,10000,10,946,0.55556000000000000000,0.55556000000000000000,0.55556000000000000000,0.55556000000000000000,1.00000000000000000000,1.00000000000000000000,100000,55556,55556,100000,55556,100000,100000,55556,100000
correlated,10000,10,1479,0.75715515386270712287,0.75715515386270712287,0.75715515386270712287,0.75715515386270712287,1.00000000000000000000,1.00000000000000000000,92940,70370,70370,92940,70370,92940,92940,70370,92940
correlated,10000,10,1847,0.60986127196116600547,0.60986127196116600547,0.60986127196116600547,0.96003252593450459552,1.00000000000000000000,1.00000000000000000000,40583,24750,38961,40583,24750,40583,40583,24750,40583
correlated,10000,10,2811,1.1953339360200473,1.1953339360200473,1.1953339360200473,1.1953339360200473,1.00000000000000000000,1.00000000000000000000,63051,75367,75367,63051,75367,63051,63051,75367,63051
correlated,10000,10,3092,0.31444021630282395353,0.31444021630282395353,0.31444021630282395353,0.31444021630282395353,1.00000000000000000000,1.00000000000000000000,79888,25120,25120,79888,25120,79888,79888,25120,79888
correlated,10000,10,3403,3704.0000000000000000,3704.0000000000000000,3704.0000000000000000,3704.0000000000000000,1.00000000000000000000,1.00000000000000000000,0,3704,3704,0,3704,1,0,3704,1
correlated,10000,10,3711,0.99338000000000000000,0.99338000000000000000,0.99338000000000000000,0.99338000000000000000,0.99338000000000000000,0.99338000000000000000,100000,99338,99338,100000,99338,99338,100000,99338,99338
correlated,10000,10,4613,4.7371104815864023,4.7371104815864023,4.7371104815864023,4.7371104815864023,1.00000000000000000000,1.00000000000000000000,7060,33444,33444,7060,33444,7060,7060,33444,7060
correlated,10000,10,4642,782.0000000000000000,782.0000000000000000,782.0000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0,782,1,0,782,1,0,782,1
correlated,10000,10,5425,83243.000000000000,83243.000000000000,83243.000000000000,84641.000000000000,1.00000000000000000000,1.00000000000000000000,0,83243,84641,0,83243,1,0,83243,1
correlated,10000,10,5819,5.7706798866855524,5.7706798866855524,5.7706798866855524,5.7706798866855524,1.00000000000000000000,1.00000000000000000000,7060,40741,40741,7060,40741,7060,7060,40741,7060
correlated,10000,10,6284,1.07236927049709489994,1.07236927049709489994,1.07236927049709489994,1.07236927049709489994,1.00000000000000000000,1.00000000000000000000,92940,99666,99666,92940,99666,92940,92940,99666,92940
correlated,10000,10,6287,99666.000000000000,99666.000000000000,99666.000000000000,99666.000000000000,1.00000000000000000000,1.00000000000000000000,0,99666,99666,0,99666,1,0,99666,1
correlated,10000,10,7313,0.96653000000000000000,0.96653000000000000000,0.96653000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,100000,96653,100000,100000,96653,100000,100000,96653,100000
correlated,10000,10,8097,0.59974000000000000000,0.59974000000000000000,0.59974000000000000000,0.57966000000000000000,1.00000000000000000000,1.00000000000000000000,100000,59974,57966,100000,59974,100000,100000,59974,100000
correlated,10000,10,8429,1.07059393156875403486,1.07059393156875403486,1.07059393156875403486,1.07059393156875403486,1.00000000000000000000,1.00000000000000000000,92940,99501,99501,92940,99501,92940,92940,99501,92940
correlated,10000,10,8606,0.36652000000000000000,0.36652000000000000000,0.36652000000000000000,0.36652000000000000000,1.00000000000000000000,1.00000000000000000000,100000,36652,36652,100000,36652,100000,100000,36652,100000
correlated,10000,10,8950,0.95735352730171383021,0.95735352730171383021,0.95735352730171383021,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,10036,9608,10036,10036,9608,10036,10036,9608,10036
correlated,10000,10,9517,1.0960692416814811,1.0960692416814811,1.0960692416814811,1.0960692416814811,1.00000000000000000000,1.00000000000000000000,55689,61039,61039,55689,61039,55689,55689,61039,55689
correlated,10000,10,9591,0.99765000000000000000,0.99765000000000000000,0.99765000000000000000,0.99765000000000000000,1.00000000000000000000,1.00000000000000000000,100000,99765,99765,100000,99765,100000,100000,99765,100000
correlated,10000,10,11692,332.0000000000000000,332.0000000000000000,332.0000000000000000,332.0000000000000000,1.00000000000000000000,1.00000000000000000000,0,332,332,0,332,1,0,332,1
correlated,10000,10,12117,0.99703000000000000000,0.99703000000000000000,0.99703000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,100000,99703,100000,100000,99703,100000,100000,99703,100000
correlated,10000,10,12607,0.33333333333333333333,0.33333333333333333333,0.33333333333333333333,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000,15111,5037,5037,15111,5037,15111,15111,5037,15111
correlated,10000,10,12655,0.25538033569535552506,0.25538033569535552506,0.25538033569535552506,0.33332706802247993534,1.00000000000000000000,1.00000000000000000000,53203,13587,17734,53203,13587,53203,53203,13587,53203
correlated,10000,10,13296,0.99526000000000000000,0.99526000000000000000,0.99526000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,100000,99526,100000,100000,99526,100000,100000,99526,100000
correlated,10000,10,13687,33001.000000000000,33001.000000000000,33001.000000000000,33001.000000000000,1.00000000000000000000,1.00000000000000000000,0,33001,33001,0,33001,1,0,33001,1
correlated,10000,10,13838,1.15453453453453453453,1.15453453453453453453,1.15453453453453453453,1.15453453453453453453,1.00000000000000000000,1.00000000000000000000,33300,38446,38446,33300,38446,33300,33300,38446,33300
correlated,10000,10,13999,0.54815263476680799515,0.54815263476680799515,0.54815263476680799515,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1651,905,1651,1651,905,1651,1651,905,1651
correlated,10000,10,14855,0.51041592315771226968,0.51041592315771226968,0.51041592315771226968,0.51041592315771226968,1.00000000000000000000,1.00000000000000000000,98071,50057,50057,98071,50057,98071,98071,50057,98071
correlated,10000,10,14954,33333.000000000000,33333.000000000000,33333.000000000000,33333.000000000000,1.00000000000000000000,1.00000000000000000000,0,33333,33333,0,33333,1,0,33333,1
correlated,10000,10,15305,1235.0000000000000000,1235.0000000000000000,1235.0000000000000000,1235.0000000000000000,1.00000000000000000000,1.00000000000000000000,0,1235,1235,0,1235,1,0,1235,1
correlated,10000,10,15547,1.1111019678837608,1.1111019678837608,1.1111019678837608,1.1111019678837608,1.00000000000000000000,1.00000000000000000000,85066,94517,94517,85066,94517,85066,85066,94517,85066
correlated,10000,10,15776,1.2055513506135769,1.2055513506135769,1.2055513506135769,1.2055513506135769,1.00000000000000000000,1.00000000000000000000,80593,97159,97159,80593,97159,80593,80593,97159,80593
correlated,10000,10,15901,829.0000000000000000,829.0000000000000000,829.0000000000000000,829.0000000000000000,1.00000000000000000000,1.00000000000000000000,0,829,829,0,829,1,0,829,1
correlated,10000,10,16545,42.0000000000000000,42.0000000000000000,42.0000000000000000,42.0000000000000000,1.00000000000000000000,1.00000000000000000000,0,42,42,0,42,1,0,42,1
correlated,10000,10,17219,0.86878000000000000000,0.86878000000000000000,0.86924000000000000000,0.86878000000000000000,1.00000000000000000000,1.00000000000000000000,100000,86878,86878,100000,86878,100000,100000,86924,100000
correlated,10000,10,17333,0.07186325051358579790,0.07186325051358579790,0.07209581766735144773,0.07186325051358579790,1.00000000000000000000,0.99344935850226752975,25799,1854,1854,25799,1854,25799,25799,1860,25630
correlated,10000,10,17442,1.1965909090909091,1.1965909090909091,1.1965909090909091,1.1965909090909091,1.00000000000000000000,1.00023395721925133690,29920,35802,35802,29920,35802,29920,29920,35802,29927
correlated,10000,10,17968,0.95840405713102877251,0.95840405713102877251,0.95881805009314841648,0.95840405713102877251,1.00000000000000000000,1.00072448768370937694,96620,92601,92601,96620,92601,96620,96620,92641,96690
correlated,10000,10,18449,42071.000000000000,42071.000000000000,42224.000000000000,62736.000000000000,1.00000000000000000000,10.0000000000000000,0,42071,62736,0,42071,1,0,42224,10
correlated,10000,10,18520,1.05064567988147650019,1.05064567988147650019,1.05064567988147650019,1.05064567988147650019,1.00000000000000000000,0.99862353027708020300,95171,99991,99991,95171,99991,95171,95171,99991,95040
correlated,10000,10,18924,0.92524000000000000000,0.92524000000000000000,0.92621000000000000000,1.00000000000000000000,1.00000000000000000000,0.99990000000000000000,100000,92524,100000,100000,92524,100000,100000,92621,99990
correlated,10000,10,19551,0.86321347031963470320,0.86321347031963470320,0.86321347031963470320,0.86321347031963470320,1.00000000000000000000,1.00004280821917808219,70080,60494,60494,70080,60494,70080,70080,60494,70083
correlated,10000,10,19580,0.86342801807617817947,0.86342801807617817947,0.86342801807617817947,0.86342801807617817947,1.00000000000000000000,1.00244243598020228104,92940,80247,80247,92940,80247,92940,92940,80247,93167
correlated,10000,10,19947,1.06563558017851646661,1.06563558017851646661,1.06783625730994152047,1.1617420744844568,1.00000000000000000000,0.99656817482302246845,64980,69245,75490,64980,69245,64980,64980,69388,64757
correlated,10000,10,20111,0.62866217267306196526,0.62866217267306196526,0.62911589318122893440,0.62866217267306196526,1.00000000000000000000,0.99710915219082188229,77140,48495,48495,77140,48495,77140,77140,48530,76917
correlated,10000,10,20423,1.02477360258145102529,1.02477360258145102529,1.02526282918705110857,1.02477360258145102529,1.02477360258145102529,1.02486728427188508379,96070,98450,98450,96070,98450,98450,96070,98497,98459
correlated,10000,10,20602,0.34474000000000000000,0.34474000000000000000,0.34466000000000000000,0.34474000000000000000,1.00000000000000000000,1.00000000000000000000,100000,34474,34474,100000,34474,100000,100000,34466,100000
correlated,10000,10,21053,3345.0000000000000000,3345.0000000000000000,3309.0000000000000000,1.00000000000000000000,1.00000000000000000000,10.0000000000000000,0,3345,1,0,3345,1,0,3309,10
correlated,10000,10,21360,0.75525000000000000000,0.75525000000000000000,0.75601000000000000000,0.75525000000000000000,1.00000000000000000000,0.99990000000000000000,100000,75525,75525,100000,75525,100000,100000,75601,99990
correlated,10000,10,21589,1235.0000000000000000,1235.0000000000000000,1235.0000000000000000,1235.0000000000000000,1.00000000000000000000,10.0000000000000000,0,1235,1235,0,1235,1,0,1235,10
correlated,10000,10,21680,0.80247000000000000000,0.80247000000000000000,0.80247000000000000000,0.80247000000000000000,1.00000000000000000000,1.00000000000000000000,100000,80247,80247,100000,80247,100000,100000,80247,100000
correlated,10000,10,22116,1.01676682020152721431,1.01676682020152721431,1.01676682020152721431,1.01672614871528942846,1.00000000000000000000,1.00075242249539903812,98349,99998,99994,98349,99998,98349,98349,99998,98423
correlated,10000,10,22873,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0,1,1,0,1,1,0,1,1
correlated,10000,10,23277,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0,1,1,0,1,1,0,1,1
correlated,10000,10,23986,0.33333000000000000000,0.33333000000000000000,0.33333000000000000000,0.33333000000000000000,1.00000000000000000000,1.00000000000000000000,100000,33333,33333,100000,33333,100000,100000,33333,100000
correlated,10000,10,24010,1.6979702991362070,1.6979702991362070,1.6999702140334454,1.8847708608144334,1.00000000000000000000,0.98221352282881579507,23501,39904,44294,23501,39904,23501,23501,39951,23083
correlated,10000,10,24035,0.79206000000000000000,0.79206000000000000000,0.79287000000000000000,0.81580000000000000000,1.00000000000000000000,0.99990000000000000000,100000,79206,81580,100000,79206,100000,100000,79287,99990
correlated,10000,10,24337,28.0000000000000000,28.0000000000000000,28.0000000000000000,28.0000000000000000,1.00000000000000000000,10.0000000000000000,0,28,28,0,28,1,0,28,10
correlated,10000,10,24432,0.70519000000000000000,0.70519000000000000000,0.70519000000000000000,0.70519000000000000000,1.00000000000000000000,1.00000000000000000000,100000,70519,70519,100000,70519,100000,100000,70519,100000
correlated,10000,10,24738,99512.000000000000,99512.000000000000,99512.000000000000,99500.000000000000,1.00000000000000000000,10.0000000000000000,0,99512,99500,0,99512,1,0,99512,10
correlated,10000,10,25464,0.99907000000000000000,0.99907000000000000000,0.99909000000000000000,0.99907000000000000000,1.00000000000000000000,0.99990000000000000000,100000,99907,99907,100000,99907,100000,100000,99909,99990
correlated,10000,10,25973,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0,1,1,0,1,1,0,1,1
correlated,10000,10,26405,0.12983483169558854276,0.12983483169558854276,0.13014844240016725904,0.12983483169558854276,1.00000000000000000000,1.00266569098891908844,19132,2484,2484,19132,2484,19132,19132,2490,19183
correlated,10000,10,26979,0.99667000000000000000,0.99667000000000000000,0.99667000000000000000,0.99667000000000000000,1.00000000000000000000,1.00000000000000000000,100000,99667,99667,100000,99667,100000,100000,99667,100000
correlated,10000,10,27283,0.99704000000000000000,0.99704000000000000000,0.99704000000000000000,0.99704000000000000000,1.00000000000000000000,1.00000000000000000000,100000,99704,99704,100000,99704,100000,100000,99704,100000
correlated,10000,10,27507,1.16142306386208825233,1.16142306386208825233,1.16086374622959988814,1.3325143325143325,1.00000000000000000000,1.00151814785961127425,50061,58142,66707,50061,58142,50061,50061,58114,50137
correlated,10000,10,27756,9.9674220963172805,9.9674220963172805,9.9674220963172805,9.9674220963172805,1.00000000000000000000,0.96926345609065155807,7060,70370,70370,7060,70370,7060,7060,70370,6843
correlated,10000,10,28452,0.99878000000000000000,0.99878000000000000000,0.99878000000000000000,0.99878000000000000000,1.00000000000000000000,0.99990000000000000000,100000,99878,99878,100000,99878,100000,100000,99878,99990
correlated,10000,10,29520,1.06353403999562889302,1.06353403999562889302,1.06196044148180526718,1.00000000000000000000,1.00000000000000000000,1.00192328707245109824,45755,48662,45755,45755,48662,45755,45755,48590,45843
correlated,10000,10,31911,0.55778000000000000000,0.55778000000000000000,0.55778000000000000000,0.55778000000000000000,1.00000000000000000000,1.00000000000000000000,100000,55778,55778,100000,55778,100000,100000,55778,100000
correlated,10000,10,32172,0.80247000000000000000,0.80247000000000000000,0.80247000000000000000,0.80247000000000000000,1.00000000000000000000,1.00000000000000000000,100000,80247,80247,100000,80247,100000,100000,80247,100000
correlated,10000,10,32438,1.3844411715667204,1.3844411715667204,1.3844411715667204,1.3845801144889679,1.00000000000000000000,0.99927749680431278831,71972,99641,99651,71972,99641,71972,71972,99641,71920
correlated,10000,10,33451,1.1180815508021390,1.1180815508021390,1.1181483957219251,1.1180815508021390,1.00000000000000000000,0.99989973262032085561,29920,33453,33453,29920,33453,29920,29920,33455,29917
correlated,10000,10,33814,0.33393000000000000000,0.33393000000000000000,0.33390000000000000000,0.33333000000000000000,1.00000000000000000000,1.00000000000000000000,100000,33393,33333,100000,33393,100000,100000,33390,100000
correlated,10000,10,33995,0.39201000000000000000,0.39201000000000000000,0.39045000000000000000,0.34574000000000000000,1.00000000000000000000,0.99990000000000000000,100000,39201,34574,100000,39201,100000,100000,39045,99990
correlated,10000,10,34006,0.33366000000000000000,0.33366000000000000000,0.33366000000000000000,0.33366000000000000000,1.00000000000000000000,1.00000000000000000000,100000,33366,33366,100000,33366,100000,100000,33366,100000
correlated,10000,10,34148,0.79305000000000000000,0.79305000000000000000,0.79364000000000000000,0.79305000000000000000,1.00000000000000000000,0.99990000000000000000,100000,79305,79305,100000,79305,100000,100000,79364,99990
correlated,10000,10,35349,11.0000000000000000,12.0000000000000000,11.0000000000000000,1.00000000000000000000,11.0000000000000000,10.0000000000000000,0,11,1,0,12,11,0,11,10
correlated,10000,10,35644,0.99779000000000000000,0.99779000000000000000,0.99779000000000000000,0.99779000000000000000,1.00000000000000000000,1.00000000000000000000,100000,99779,99779,100000,99779,100000,100000,99779,100000
correlated,10000,10,36017,0.11112222194445138872,0.11112222194445138872,0.11119722006949826254,0.11112222194445138872,0.99772505687357816055,0.99980000499987500312,40001,4445,4445,40001,4445,39910,40001,4448,39993
correlated,10000,10,36557,37.0000000000000000,38.0000000000000000,38.0000000000000000,1.00000000000000000000,20.0000000000000000,10.0000000000000000,0,37,1,0,38,20,0,38,10
correlated,10000,10,36592,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.99960000000000000000,0.99980000000000000000,100000,100000,100000,100000,100000,99960,100000,100000,99980
correlated,10000,10,36789,2716.0000000000000000,2726.0000000000000000,2718.0000000000000000,210.0000000000000000,20.0000000000000000,10.0000000000000000,0,2716,210,0,2726,20,0,2718,10
correlated,10000,10,37627,0.99749000000000000000,0.99749000000000000000,0.99749000000000000000,0.99749000000000000000,1.00000000000000000000,1.00000000000000000000,100000,99749,99749,100000,99749,100000,100000,99749,100000
correlated,10000,10,37684,0.99852000000000000000,0.99852000000000000000,0.99852000000000000000,0.99852000000000000000,1.00000000000000000000,1.00000000000000000000,100000,99852,99852,100000,99852,100000,100000,99852,100000
correlated,10000,10,38650,1.07060469119862276738,1.07060469119862276738,1.07060469119862276738,1.07060469119862276738,1.00648805681084570691,1.00244243598020228104,92940,99502,99502,92940,99502,93543,92940,99502,93167
