dataset,target,values,seed,m_error_no_stats,p_error_no_stats,f_error_no_stats,m_error_with_stats,p_error_with_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
random,10,1000,200,555617.000000000000,555507.000000000000,555617.000000000000,555507.000000000000,555507.000000000000,555507.000000000000,0,555617,555507,0,555507,555507,0,555617,555507
random,10,1000,367,333370.000000000000,333304.000000000000,333370.000000000000,333304.000000000000,333304.000000000000,333304.000000000000,0,333370,333304,0,333304,333304,0,333370,333304
random,10,1000,1170,0.55561700000000000000,0.55550700000000000000,0.55561700000000000000,0.55550700000000000000,0.55550700000000000000,0.55550700000000000000,1000000,555617,555507,1000000,555507,555507,1000000,555617,555507
random,10,1000,1424,1.0069858293235111,1.0067868114816121,1.00672546779825010580,1.0067868114816121,1.0067868114816121,1.00652650141346931726,989861,996776,996579,989861,996579,996579,990117,996776,996579
random,10,1000,2080,0.33337000000000000000,0.33330400000000000000,0.33337000000000000000,0.33330400000000000000,0.33330400000000000000,0.33330400000000000000,1000000,333370,333304,1000000,333304,333304,1000000,333370,333304
random,10,1000,2263,162651.000000000000,161302.000000000000,169279.000000000000,176539.000000000000,163287.000000000000,171238.000000000000,0,162651,176539,0,161302,163287,0,169279,171238
random,10,1000,2811,0.84371520612817505678,0.84799604500545302326,0.84802908420442210756,0.84284675108742447410,0.85316089027125995891,0.84824220976511580648,404166,341001,340650,402529,341343,343422,403518,342195,342281
random,10,1000,3542,333592.000000000000,333525.000000000000,333597.000000000000,333525.000000000000,333564.000000000000,333535.000000000000,0,333592,333525,0,333525,333564,0,333597,333535
random,10,1000,3810,1.0125500317959077,1.0128615373099738,1.0123912671343720,1.0123500484851624,1.0128615373099738,1.0121913151803811,695058,703781,703642,694707,703642,703642,695167,703781,703642
random,10,1000,4057,1.0454800756769540,0.98947260233746402772,1.0363582575253310,1.0920095778644910,0.98209461443589592999,1.0534280008875083,135312,141466,147762,136216,134782,133777,135210,140126,142434
random,10,1000,4520,1.0471611026808295,1.0240765026636631,1.0261695712362278,1.0439049064238746,1.0067328869841310,1.0165361348681092,158160,165619,165104,159367,163204,160440,158199,162339,160815
random,10,1000,4536,1.9607957619356256,1.8819055565361103,2.0251360956911084,2.0646958310345012,1.9376099781247159,1.9960486615914874,186689,366059,385456,186969,351858,362273,186266,377214,371796
random,10,1000,4638,0.47502500000000000000,0.47711000000000000000,0.47991600000000000000,0.47992300000000000000,0.47581800000000000000,0.47998500000000000000,1000000,475025,479923,1000000,477110,475818,1000000,479916,479985
random,10,1000,4710,0.55932300000000000000,0.55922500000000000000,0.55970000000000000000,0.55907400000000000000,0.56018900000000000000,0.55966000000000000000,1000000,559323,559074,1000000,559225,560189,1000000,559700,559660
random,10,1000,4733,0.66000212635259651278,0.66088590572265755942,0.66130711325449433550,0.65973633227803241506,0.66183632986421948882,0.66124796428979838090,507912,335223,335088,507142,335163,335645,507194,335411,335381
random,10,1000,5066,0.40745200000000000000,0.40737200000000000000,0.40745200000000000000,0.40737200000000000000,0.40737200000000000000,0.40737200000000000000,1000000,407452,407372,1000000,407372,407372,1000000,407452,407372
random,10,1000,5360,0.34794000000000000000,0.34849600000000000000,0.34668200000000000000,0.34572700000000000000,0.34690900000000000000,0.34713200000000000000,1000000,347940,345727,1000000,348496,346909,1000000,346682,347132
random,10,1000,5418,0.70378100000000000000,0.70370400000000000000,0.70378100000000000000,0.70364200000000000000,0.70364200000000000000,0.70364200000000000000,1000000,703781,703642,1000000,703704,703642,1000000,703781,703642
random,10,1000,5728,2074.0000000000000000,2775.0000000000000000,3047.0000000000000000,1997.0000000000000000,3494.0000000000000000,3099.0000000000000000,0,2074,1997,0,2775,3494,0,3047,3099
random,10,1000,5925,116.4490654205607477,117.0791730294843181,119.0217313432835821,116.4259345794392523,117.0799953013038882,118.9982089552238806,8560,996804,996606,8513,996695,996702,8375,996807,996610
random,10,1000,7875,0.70378100000000000000,0.70370400000000000000,0.70378100000000000000,0.70364200000000000000,0.70370400000000000000,0.70364200000000000000,1000000,703781,703642,1000000,703704,703704,1000000,703781,703642
random,10,1000,8122,1.00000000000000000000,1.00000000000000000000,781.0000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0,1,1,0,1,1,0,781,1
random,10,1000,8507,0.40745200000000000000,0.40740700000000000000,0.40745200000000000000,0.40737200000000000000,0.40740700000000000000,0.40737200000000000000,1000000,407452,407372,1000000,407407,407407,1000000,407452,407372
random,10,1000,8647,50.0000000000000000,1.00000000000000000000,32.0000000000000000,3.0000000000000000,177.0000000000000000,49.0000000000000000,0,50,3,0,1,177,0,32,49
random,10,1000,8717,995134.000000000000,995025.000000000000,995134.000000000000,994937.000000000000,995025.000000000000,994937.000000000000,0,995134,994937,0,995025,995025,0,995134,994937
random,10,1000,8947,110568.000000000000,110556.000000000000,110568.000000000000,110546.000000000000,110556.000000000000,110546.000000000000,0,110568,110546,0,110556,110556,0,110568,110546
random,10,1000,8966,1.0058634495146288,1.0057533330437304,1.00560337818661834914,1.0056644316727298,1.0057533330437304,1.00540441180183756061,989861,995665,995468,989861,995556,995556,990117,995665,995468
