dataset,target,values,seed,m_error_no_stats,p_error_no_stats,f_error_no_stats,m_error_with_stats,p_error_with_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
correlated,10000,1000,31,1818.0000000000000000,1864.0000000000000000,1839.0000000000000000,1818.0000000000000000,1.00000000000000000000,1.00000000000000000000,0,1818,1818,0,1864,1,0,1839,1
correlated,10000,1000,336,0.33666700000000000000,0.33666700000000000000,0.33666700000000000000,0.33666700000000000000,0.33833300000000000000,1.00000000000000000000,1000000,336667,336667,1000000,336667,338333,1000000,336667,1000000
correlated,10000,1000,1409,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,1.00000000000000000000,1.00000000000000000000,0,331667,331667,0,331667,1,0,331667,1
correlated,10000,1000,1847,0.99472573839662447257,0.99484536082474226804,0.99509322865554465162,0.99472573839662447257,1.00000000000000000000,1.00000000000000000000,948,943,943,970,965,970,1019,1014,1019
correlated,10000,1000,2842,304.0000000000000000,310.0000000000000000,310.0000000000000000,1490.0000000000000000,1.00000000000000000000,1.00000000000000000000,0,304,1490,0,310,1,0,310,1
correlated,10000,1000,3071,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,111111.000000000000,1.00000000000000000000,0,407407,407407,0,407407,111111,0,407407,1
correlated,10000,1000,3092,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,444444.000000000000,1.00000000000000000000,0,407407,407407,0,407407,444444,0,407407,1
correlated,10000,1000,3112,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,1.00000000000000000000,1.00000000000000000000,0,37037,37037,0,37037,1,0,37037,1
correlated,10000,1000,3775,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,1.00000000000000000000,1.00000000000000000000,0,37037,37037,0,37037,1,0,37037,1
correlated,10000,1000,4011,0.19270700000000000000,0.19244000000000000000,0.19299600000000000000,0.19072200000000000000,0.00500000000000000000,1.00000000000000000000,1000000,192707,190722,1000000,192440,5000,1000000,192996,1000000
