dataset,target,values,seed,m_error_no_stats,p_error_no_stats,f_error_no_stats,m_error_with_stats,p_error_with_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
correlated,10,1000,259,111123.000000000000,111101.000000000000,111123.000000000000,111101.000000000000,111123.000000000000,111123.000000000000,0,111123,111101,0,111101,111123,0,111123,111123
correlated,10,1000,616,0.55561700000000000000,0.55550700000000000000,0.55561700000000000000,0.55550700000000000000,0.55561700000000000000,0.55561700000000000000,1000000,555617,555507,1000000,555507,555617,1000000,555617,555617
correlated,10,1000,1027,0.34116807877659667009,0.34107086575497222757,0.34120020346941971299,0.34110053492682237912,0.34113840372973349106,0.34120020346941971299,977143,333370,333304,977228,333304,333370,977051,333370,333370
correlated,10,1000,1434,0.28864927874107533149,1.2165587158546888,1.0525862068965517,1.1627568118898441,0.27710504083356800901,1.0988505747126437,6863,1981,7980,7102,8640,1968,6960,7326,7648
correlated,10,1000,1751,0.33337000000000000000,0.33330400000000000000,0.33337000000000000000,0.33330400000000000000,0.33337000000000000000,0.33337000000000000000,1000000,333370,333304,1000000,333304,333370,1000000,333370,333370
correlated,10,1000,2646,1.00008200000000000000,0.99987900000000000000,1.00007700000000000000,0.99988500000000000000,1.00007500000000000000,1.00006500000000000000,1000000,1000082,999885,1000000,999879,1000075,1000000,1000077,1000065
correlated,10,1000,3081,703781.000000000000,703642.000000000000,703781.000000000000,703642.000000000000,703781.000000000000,703781.000000000000,0,703781,703642,0,703642,703781,0,703781,703781
correlated,10,1000,3211,37041.000000000000,37034.000000000000,37041.000000000000,37034.000000000000,37041.000000000000,37041.000000000000,0,37041,37034,0,37034,37041,0,37041,37041
correlated,10,1000,3570,1073.4768339768339768,1158.2666666666666667,1022.1709558823529412,1073.2606177606177606,1158.4604166666666667,1022.1930147058823529,518,556061,555949,480,555968,556061,544,556061,556073
correlated,10,1000,3587,333571.000000000000,333503.000000000000,333572.000000000000,333505.000000000000,333571.000000000000,333569.000000000000,0,333571,333505,0,333503,333571,0,333572,333569
correlated,10,1000,3618,14.7233398337267782,14.8462118454578545,14.7400882193618284,14.7014266652981628,14.9031511621860538,14.7667087987205613,38972,573798,572944,38462,571015,573205,38767,571429,572461
correlated,10,1000,3975,0.01264100000000000000,0.01325500000000000000,0.01063800000000000000,0.01268600000000000000,0.01063800000000000000,0.01316500000000000000,1000000,12641,12686,1000000,13255,10638,1000000,10638,13165
correlated,10,1000,4395,0.55783900000000000000,0.55772900000000000000,0.55783900000000000000,0.55772900000000000000,0.55783900000000000000,0.55783900000000000000,1000000,557839,557729,1000000,557729,557839,1000000,557839,557839
