dataset,target,values,seed,m_error_no_stats,p_error_no_stats,f_error_no_stats,m_error_with_stats,p_error_with_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
correlated,1000,100,31,18470.0000000000000000,18193.0000000000000000,18336.0000000000000000,18661.0000000000000000,127.0000000000000000,187.0000000000000000,0,18470,18661,0,18193,127,0,18336,187
correlated,1000,100,1378,996667.000000000000,996667.000000000000,996667.000000000000,996667.000000000000,333333.000000000000,187.0000000000000000,0,996667,996667,0,996667,333333,0,996667,187
correlated,1000,100,1461,0.00498119345328860425,0.00489951004899510049,0.00491400491400491400,0.00508285046253939209,1.01679832016798320168,1.0134111384111384,9837,49,50,10001,49,10169,9768,48,9899
correlated,1000,100,1514,0.12555224106030283578,0.12598514701424674144,0.12663289789389496134,0.12555224106030283578,1.00895473375770435486,1.00627134351474527428,79449,9975,9975,79176,9975,79885,78771,9975,79265
correlated,1000,100,1600,0.34002200000000000000,0.33997800000000000000,0.33991300000000000000,0.34001600000000000000,0.33320700000000000000,0.99981300000000000000,1000000,340022,340016,1000000,339978,333207,1000000,339913,999813
correlated,1000,100,1912,99.1060756972111554,97.6855487924602395,98.2158720758069292,99.1060756972111554,98.1739642646770077,0.98410818280525120916,10040,995025,995025,10186,995025,1000000,10131,995025,9970
correlated,1000,100,2133,0.33337129217987027185,0.33202252944188428059,0.33427292851113977673,0.33331663144085708039,0.33299425385446890823,0.33329238245391319779,439072,146374,146350,439425,145899,146326,439551,146930,146499
correlated,1000,100,2202,0.55555600000000000000,0.55555600000000000000,0.55555600000000000000,0.55555600000000000000,0.55555600000000000000,0.55555600000000000000,1000000,555556,555556,1000000,555556,555556,1000000,555556,555556
correlated,1000,100,2609,1.00028489231588445596,1.00036985926699487792,1.00029943345946147566,1.00032529522613716063,0.99998342367430835281,1.00036263567754849993,965277,965552,965591,965232,965589,965216,965156,965445,965506
correlated,1000,100,3865,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,127.0000000000000000,187.0000000000000000,0,37037,37037,0,37037,127,0,37037,187
correlated,1000,100,3909,1.0970524533844507,1.0850242508389732,1.0920798253819769,1.00238990266125619259,0.99993773853922160722,1.00319925163704396632,160676,176270,161060,160613,174269,160603,160350,175115,160863
correlated,1000,100,3930,1.1798996151045459,1.1721575902095767,1.1745778279764629,1.00097849266618121294,1.00179330823134975683,1.00244718589849696049,307616,362956,307917,307811,360803,308363,308109,361898,308863
correlated,1000,100,4075,9.0000000000000000,9.0000000000000000,9.0000000000000000,8.0000000000000000,8.0000000000000000,8.0000000000000000,0,9,8,0,9,8,0,9,8
correlated,1000,100,4278,0.55777800000000000000,0.55777800000000000000,0.55777800000000000000,0.55777800000000000000,1.00000000000000000000,1.00000000000000000000,1000000,557778,557778,1000000,557778,1000000,1000000,557778,1000000
correlated,1000,100,4538,1.4021254018699956,1.3962899840616074,1.4028190203654364,1.0012638663250717,1.00039188457026832258,0.99957917217907275850,379787,532509,380267,380214,530889,380363,380203,533356,380043
correlated,1000,100,4733,0.35241900000000000000,0.35210800000000000000,0.35215400000000000000,0.35234900000000000000,1.00000000000000000000,1.00000000000000000000,1000000,352419,352349,1000000,352108,1000000,1000000,352154,1000000
correlated,1000,100,5425,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,127.0000000000000000,187.0000000000000000,0,37037,37037,0,37037,127,0,37037,187
correlated,1000,100,5516,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,1.00000000000000000000,1.00000000000000000000,1000000,407407,407407,1000000,407407,1000000,1000000,407407,1000000
correlated,1000,100,5728,25396.000000000000,25041.000000000000,24928.000000000000,25538.000000000000,127.0000000000000000,187.0000000000000000,0,25396,25538,0,25041,127,0,24928,187
correlated,1000,100,5923,8465.0000000000000000,8347.0000000000000000,8309.0000000000000000,8513.0000000000000000,127.0000000000000000,187.0000000000000000,0,8465,8513,0,8347,127,0,8309,187
