dataset,target,values,seed,m_error_no_stats,p_error_no_stats,f_error_no_stats,m_error_with_stats,p_error_with_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
random,10,10,139,0.98657968661048426986,0.96604677308095364890,0.98671579484371889309,1.00420590257362662660,1.0151602209256517,0.99708683804499303205,642906,634278,645610,642207,620402,651943,642944,634403,641071
random,10,10,165,1628.0000000000000000,1739.0000000000000000,1656.0000000000000000,1539.0000000000000000,1605.0000000000000000,1756.0000000000000000,0,1628,1539,0,1739,1605,0,1656,1756
random,10,10,1019,1667.0000000000000000,1667.0000000000000000,1667.0000000000000000,1667.0000000000000000,1667.0000000000000000,1667.0000000000000000,0,1667,1667,0,1667,1667,0,1667,1667
random,10,10,1067,1.8372609039514924,1.8076706477777209,1.7873364196405789,1.7978851167286681,1.7930066043048658,1.7680603652535268,136556,250889,245512,136729,247161,245156,137165,245160,242516
random,10,10,1208,0.68194462994957611479,0.69059637932544016902,0.68925783296469227203,0.67990239797098077401,0.67942404491898478731,0.68118839735152568598,696297,474836,473414,696721,481153,473369,696703,480208,474586
random,10,10,1716,0.48092085322075863756,0.48729017837577245037,0.48652122166009041483,0.49038769371599965429,0.48800601890403354224,0.48922928115212521151,821499,395076,402853,821412,400266,400854,820883,399377,401600
random,10,10,1900,0.99493700000000000000,0.99513400000000000000,0.99513400000000000000,0.99493700000000000000,0.99493700000000000000,0.99513400000000000000,1000000,994937,994937,1000000,995134,994937,1000000,995134,995134
random,10,10,1902,11.3095722551237311,11.4039788223969196,11.3751700330349897,11.3095722551237311,11.4017212532373771,11.3751700330349897,87973,994937,994937,87262,995134,994937,87483,995134,995134
random,10,10,2265,1.3345597089492967,1.3195061542952048,1.3309036903197547,1.3082199619106181,1.2900925320601996,1.3161478865527814,585465,781338,765917,585851,773034,755802,584448,777844,769220
random,10,10,3280,37034.000000000000,37041.000000000000,37041.000000000000,37034.000000000000,37034.000000000000,37041.000000000000,0,37034,37034,0,37041,37034,0,37041,37041
random,10,10,5046,0.70364200000000000000,0.70378100000000000000,0.70370400000000000000,0.70364200000000000000,0.70364200000000000000,0.70370400000000000000,1000000,703642,703642,1000000,703781,703642,1000000,703704,703704
random,10,10,5274,0.96728468448994697558,0.96206653594699845430,0.96346854442046774940,0.96948339124862307900,0.96922261850793876202,0.96625110297650769244,915993,886026,888040,915445,880719,887270,915704,882252,884800
random,10,10,5297,0.54465600000000000000,0.54402300000000000000,0.54451900000000000000,0.54524800000000000000,0.54480400000000000000,0.54385200000000000000,1000000,544656,545248,1000000,544023,544804,1000000,544519,543852
random,10,10,5423,0.61376439409576527699,0.61415419121060659958,0.61400954607177789935,0.61376439409576527699,0.61403360685883792860,0.61400954607177789935,663727,407372,407372,663436,407452,407372,663519,407407,407407
random,10,10,5443,37034.000000000000,37041.000000000000,37037.000000000000,37034.000000000000,37034.000000000000,37037.000000000000,0,37034,37034,0,37041,37034,0,37037,37037
random,10,10,5798,1.0652442788694666,1.0651090828329077,1.0652720907531650,1.0652111686208834,1.0649126141440372,1.0652080116025982,936266,997352,997321,936536,997513,997329,936342,997459,997399
random,10,10,5831,1.0827908110042564,1.0833959927703161,1.0832151860995745,1.0828201806341012,1.0831881556797742,1.0832249788096634,919317,995428,995455,918989,995629,995438,919051,995530,995539
random,10,10,6284,1.00154772949792852226,0.99037005761759149085,1.00631890637266614329,1.01677704571787713080,0.94179386464344050802,0.98056114960576168208,233891,234253,237815,234477,232219,220829,234376,235857,229820
random,10,10,7556,0.69632800000000000000,0.70591000000000000000,0.69940400000000000000,0.70138800000000000000,0.70512600000000000000,0.69571200000000000000,1000000,696328,701388,1000000,705910,705126,1000000,699404,695712
random,10,10,7799,0.40737200000000000000,0.40745200000000000000,0.40740700000000000000,0.40737200000000000000,0.40737200000000000000,0.40740700000000000000,1000000,407372,407372,1000000,407452,407372,1000000,407407,407407
random,10,10,7856,0.84640461087436655537,0.84552730804269015192,0.84542339960613990127,0.84640461087436655537,0.84536129539667684186,0.84542339960613990127,481297,407372,407372,481891,407452,407372,481897,407407,407407
random,10,10,8038,0.93691990374699209350,0.96804103024150711773,0.95424674665817199353,0.97645831604651438461,1.0231237753488043,0.97319458700550973938,168722,158079,164750,169436,164021,173354,169518,161762,164974
random,10,10,8300,0.91270408120394255897,0.90815331923918486974,0.90741421908250655460,0.90959339209639607089,0.91220510683207684784,0.90834807174541429634,595045,543100,541249,595046,540393,542804,595383,540259,540815
random,10,10,8428,37034.000000000000,37041.000000000000,37037.000000000000,37034.000000000000,37034.000000000000,37037.000000000000,0,37034,37034,0,37041,37034,0,37037,37037
random,10,10,8429,0.40737200000000000000,0.40745200000000000000,0.40740700000000000000,0.40737200000000000000,0.40737200000000000000,0.40740700000000000000,1000000,407372,407372,1000000,407452,407372,1000000,407407,407407
random,10,10,8674,0.09242178736133615854,0.10892288081580624602,0.09710704564157751472,0.08936806680792720927,0.09196940726577437859,0.10457681838323732354,16046,1483,1434,15690,1709,1443,15797,1534,1652
random,10,10,8930,1.1647818552628654,1.1653246099647710,1.1651520347173539,1.1647818552628654,1.1650940415023232,1.1651520347173539,854639,995468,995468,854410,995665,995468,854443,995556,995556
random,10,10,9204,1.0195770166145093,1.0079318888918110,1.0193712906951480,1.0235331243990089,1.0340566975122660,1.0207915470731512,874597,891719,895179,874571,881508,904356,874490,891430,892672
random,10,10,9932,0.36452964249424436012,0.36456064930895966545,0.36448242435282713214,0.36456759772659002602,0.36453028344366264391,0.36448893023739972805,922139,336147,336182,922088,336157,336129,922242,336141,336147
random,10,10,10049,0.33607700000000000000,0.33607100000000000000,0.33607700000000000000,0.33605900000000000000,0.33607900000000000000,0.33604800000000000000,1000000,336077,336059,1000000,336071,336079,1000000,336077,336048
random,10,10,10364,0.92778167304891861280,0.96421175975992092776,0.90473761911152865387,0.94848354098124876400,0.91289530530920019858,0.88992528967029034134,222492,206424,211030,223593,215591,204117,223530,202236,198925
random,10,10,10623,0.68148900000000000000,0.67117100000000000000,0.68480600000000000000,0.67485600000000000000,0.67899700000000000000,0.68712800000000000000,1000000,681489,674856,1000000,671171,678997,1000000,684806,687128
random,10,10,10888,0.33104317436293160211,0.33043604962354144612,0.33070029495188801948,0.33104317436293160211,0.33037063028558514624,0.33070029495188801948,335639,111111,111111,336292,111123,111101,335987,111111,111111
random,10,10,11322,0.99668300000000000000,0.99679300000000000000,0.99668300000000000000,0.99668300000000000000,0.99659600000000000000,0.99668300000000000000,1000000,996683,996683,1000000,996793,996596,1000000,996683,996683
random,10,10,12364,0.17151400687551930200,0.17215623257591419675,0.17161631944988085136,0.17168769432261113258,0.17229719147230001065,0.17164606746850624239,639079,109611,109722,638484,109919,110009,638698,109611,109630
random,10,10,12513,0.70370400000000000000,0.70378100000000000000,0.70370400000000000000,0.70370400000000000000,0.70364200000000000000,0.70370400000000000000,1000000,703704,703704,1000000,703781,703642,1000000,703704,703704
random,10,10,13463,0.49853385111917770440,0.49895147241313478427,0.49881648597010116920,0.49844440634759728982,0.49872028923253150057,0.49891641721144108308,670805,334419,334359,670464,334529,334374,670461,334437,334504
random,10,10,14739,999975.000000000000,1000085.000000000000,999975.000000000000,999975.000000000000,999887.000000000000,999975.000000000000,0,999975,999975,0,1000085,999887,0,999975,999975
random,10,10,15374,1.00946262029594537003,1.00800063332162348040,1.00850306456883150317,1.00946262029594537003,1.00780272031428585565,1.00850306456883150317,403588,407407,407407,404218,407452,407372,403972,407407,407407
random,10,10,15679,0.02934917783611993920,0.03048478512078358004,0.03018919659994516041,0.02904518446870250104,0.02888901117041765256,0.02903756512201809707,36185,1062,1051,36346,1108,1050,36470,1101,1059
random,10,10,16584,1.4630020790020790,1.4604841019170668,1.4613493263336268,1.4630020790020790,1.4601956495573605,1.4613493263336268,481000,703704,703704,481882,703781,703642,481544,703704,703704
random,10,10,16797,0.93370417690417690418,0.95640478492215069990,0.92737035107170701321,0.94573169533169533170,0.93973458143720575637,0.93973484507163649328,508750,475022,481141,508932,486745,478261,510494,473417,479729
random,10,10,16868,0.59339985614802697000,0.60016636172004853214,0.59132273613024121125,0.59343125834588175129,0.58754860320485680475,0.59573748966226836377,668743,396832,396853,668423,401165,392731,668667,395398,398350
random,10,10,17052,0.82303700000000000000,0.82357200000000000000,0.81651900000000000000,0.82318500000000000000,0.82089100000000000000,0.81763000000000000000,1000000,823037,823185,1000000,823572,820891,1000000,816519,817630
random,10,10,17394,1.0014801327784384,0.99741760017511995614,1.0015072897072761,0.99872836570220636808,1.0021972598270071,0.99972744898443774997,968832,970266,967600,968479,965978,970607,968626,970086,968362
random,10,10,17442,1.0929039727815818,1.0927308095428775,1.0928643187483995,1.0928240859800852,1.0925152786256786,1.0928588469358944,913793,998688,998615,914022,998780,998583,913774,998631,998626
random,10,10,17822,4.3226030549597506,4.3227572493498487,4.3344406469730283,4.3226030549597506,4.3219019584858313,4.3344406469730283,230314,995556,995556,230331,995665,995468,229685,995556,995556
random,10,10,18072,0.33303700000000000000,0.33556100000000000000,0.33040900000000000000,0.32834700000000000000,0.32021100000000000000,0.34093000000000000000,1000000,333037,328347,1000000,335561,320211,1000000,330409,340930
random,10,10,18861,0.55777800000000000000,0.55783900000000000000,0.55777800000000000000,0.55777800000000000000,0.55772900000000000000,0.55777800000000000000,1000000,557778,557778,1000000,557839,557729,1000000,557778,557778
random,10,10,19036,111111.000000000000,111123.000000000000,111111.000000000000,111111.000000000000,111101.000000000000,111111.000000000000,0,111111,111111,0,111123,111101,0,111111,111111
random,10,10,19220,0.35468500000000000000,0.36066400000000000000,0.35441100000000000000,0.36208200000000000000,0.36061000000000000000,0.36005500000000000000,1000000,354685,362082,1000000,360664,360610,1000000,354411,360055
random,10,10,19551,0.55777800000000000000,0.55783900000000000000,0.55777800000000000000,0.55777800000000000000,0.55772900000000000000,0.55777800000000000000,1000000,557778,557778,1000000,557839,557729,1000000,557778,557778
random,10,10,19671,0.55777800000000000000,0.55783900000000000000,0.55777800000000000000,0.55777800000000000000,0.55772900000000000000,0.55777800000000000000,1000000,557778,557778,1000000,557839,557729,1000000,557778,557778
random,10,10,19885,1.2324664669878890,1.2271860273281064,1.2306769242382634,1.2359213439249902,1.2321210638757406,1.2267919405786218,767900,946411,949064,768586,943198,946991,768343,945582,942597
random,10,10,20045,1.1642436163105124,1.1646844021020353,1.1645106812274195,1.1642436163105124,1.1644538336395876,1.1645106812274195,854639,995008,995008,854410,995118,994921,854443,995008,995008
random,10,10,20807,0.40740700000000000000,0.40745200000000000000,0.40740700000000000000,0.40740700000000000000,0.40737200000000000000,0.40740700000000000000,1000000,407407,407407,1000000,407452,407372,1000000,407407,407407
random,10,10,21004,0.30956282298645517215,0.33050123317732507331,0.31589768574908647990,0.31585530206808287845,0.29165129240867690754,0.32464799025578562728,103139,31928,32577,102986,34037,30036,102625,32419,33317
random,10,10,21120,0.74714800000000000000,0.74545200000000000000,0.74303700000000000000,0.74196300000000000000,0.74737900000000000000,0.74266700000000000000,1000000,747148,741963,1000000,745452,747379,1000000,743037,742667
random,10,10,21297,0.70370400000000000000,0.70378100000000000000,0.70370400000000000000,0.70370400000000000000,0.70364200000000000000,0.70370400000000000000,1000000,703704,703704,1000000,703781,703642,1000000,703704,703704
random,10,10,21610,111778.000000000000,107794.000000000000,119417.000000000000,111486.000000000000,120008.000000000000,117498.000000000000,0,111778,111486,0,107794,120008,0,119417,117498
random,10,10,21680,1.1353907234901856,1.1357935794264117,1.1351069593434732,1.1353747511451601,1.1355527965053383,1.1350989751749388,876515,995187,995173,876308,995305,995094,876735,995188,995181
