dataset,target,values,seed,m_error_no_stats,m_error_with_stats,p_error_no_stats,p_error_with_stats,f_error_no_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
random,1000,10,737,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,0,331667,331667,0,331667,331667,0,331667,331667
random,1000,10,1136,0.70535239306831008000,0.70535239306831008000,0.70427848839420407439,0.56450439258141804952,0.70449104226266561162,0.56226920891918761540,787629,555556,555556,788830,555556,445298,788592,555556,443401
random,1000,10,1170,0.55555600000000000000,0.55555600000000000000,0.55555600000000000000,0.55555600000000000000,0.55555600000000000000,0.55555600000000000000,1000000,555556,555556,1000000,555556,555556,1000000,555556,555556
random,1000,10,1600,0.40020400000000000000,0.39997100000000000000,0.40011800000000000000,0.38407000000000000000,0.40011600000000000000,0.52695700000000000000,1000000,400204,399971,1000000,400118,384070,1000000,400116,526957
random,1000,10,2689,1.3404456395321286,1.3404456395321286,1.3410230257320920,1.1119915585409496,1.3415209211002362,1.1120792100673860,738579,990025,990025,738261,990025,820940,737987,990025,820700
random,1000,10,3151,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,0,37037,37037,0,37037,37037,0,37037,37037
random,1000,10,4131,1.2763019115198356,1.2764365571997289,1.2751770118247493,1.4275644251159113,1.2768567192343982,1.4241789100058409,445614,568738,568798,445168,567668,635506,445140,568380,633959
random,1000,10,4219,1639.0000000000000000,1638.0000000000000000,1638.0000000000000000,1639.0000000000000000,1639.0000000000000000,1639.0000000000000000,0,1639,1638,0,1638,1639,0,1639,1639
random,1000,10,4642,0.33310613390784600645,0.33336510947675813430,0.33378936659519324013,0.65238203313594817092,0.33294839133372885066,0.64785579903489541528,629403,209658,209821,630071,210311,411047,630398,209890,408407
random,1000,10,4682,0.52205000000000000000,0.52211900000000000000,0.52179400000000000000,0.52210600000000000000,0.52218900000000000000,0.66411600000000000000,1000000,522050,522119,1000000,521794,522106,1000000,522189,664116
random,1000,10,4710,0.93299000000000000000,0.93312600000000000000,0.93247700000000000000,0.82215800000000000000,0.93326700000000000000,0.96583600000000000000,1000000,932990,933126,1000000,932477,822158,1000000,933267,965836
random,1000,10,4859,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.54922700000000000000,1000000,407407,407407,1000000,407407,407407,1000000,407407,549227
random,1000,10,5008,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,0,37037,37037,0,37037,37037,0,37037,37037
random,1000,10,5206,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0,1,1,0,1,1,0,1,1
random,1000,10,5728,248936.000000000000,249138.000000000000,247513.000000000000,249400.000000000000,248551.000000000000,248369.000000000000,0,248936,249138,0,247513,249400,0,248551,248369
random,1000,10,6069,2.9697983480913758,2.9697983480913758,2.9694890033034731,2.9761019017291152,2.9779262097905437,1.6624047179891243,335975,997778,997778,336010,997778,1000000,335058,997778,557002
random,1000,10,6287,1.1960502513678183,1.1916166335578812,1.1888280951775035,1.1927172944892867,1.1939122133167558,1.1864023889345263,180214,215545,214746,180757,214889,215592,180164,215100,213747
random,1000,10,6456,0.76227415192869903179,0.76212956995439541455,0.76132921636372985693,0.85610236268673893401,0.76145655986810620535,0.85286057518717389149,816146,622127,622009,816782,621840,699249,817021,622126,696805
random,1000,10,6479,0.90545790431687902415,0.90531218896564328388,0.90587659496630857685,0.91170276403150135705,0.90717187863431436108,0.91001252059960310194,404899,366619,366560,404554,366476,368833,404134,366619,367767
random,1000,10,6620,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,0,407407,407407,0,407407,407407,0,407407,407407
random,1000,10,7107,0.66694700000000000000,0.66785100000000000000,0.66836000000000000000,0.35929700000000000000,0.66796600000000000000,0.83081400000000000000,1000000,666947,667851,1000000,668360,359297,1000000,667966,830814
random,1000,10,7226,0.79297306570595299365,0.79297306570595299365,0.79233147974191425026,1.4749833725307351,0.79431941599417093994,1.4768281114670259,145725,115556,115556,145843,115556,215116,145478,115556,214846
random,1000,10,7418,1.00007147926849526072,0.99755057661621169944,0.99994865346221649915,0.99792096861719746570,0.99994765278089568105,0.99995973290838129312,993295,993366,990862,993251,993200,991186,993367,993315,993327
random,1000,10,7531,0.33308350261278395627,0.33345929255455739252,0.33349270409026091568,0.33408982247211185739,0.33309128544123661433,0.33279081219587517006,478991,159544,159724,478967,159732,160018,479244,159632,159488
random,1000,10,7600,94359.000000000000,94393.000000000000,94230.000000000000,94386.000000000000,94428.000000000000,94481.000000000000,0,94359,94393,0,94230,94386,0,94428,94481
random,1000,10,7632,0.75564000000000000000,0.75553900000000000000,0.75488700000000000000,0.57059000000000000000,0.75542200000000000000,0.71278300000000000000,1000000,755640,755539,1000000,754887,570590,1000000,755422,712783
random,1000,10,8221,105564.000000000000,105478.000000000000,105581.000000000000,105583.000000000000,105580.000000000000,105633.000000000000,0,105564,105478,0,105581,105583,0,105580,105633
random,1000,10,8571,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.84552400000000000000,1000000,703704,703704,1000000,703704,703704,1000000,703704,845524
random,1000,10,8930,1.1654534769650044,1.1654534769650044,1.1660254180413983,1.0490850933997655,1.1658492713705541,1.0512616929685268,854222,995556,995556,853803,995556,895712,853932,995556,897706
random,1000,10,9158,995556.000000000000,995556.000000000000,995556.000000000000,995556.000000000000,995556.000000000000,525402.000000000000,0,995556,995556,0,995556,995556,0,995556,525402
random,1000,10,9591,0.33998300000000000000,0.33998300000000000000,0.33998300000000000000,0.000001000000000000000000,0.33998300000000000000,0.80682000000000000000,1000000,339983,339983,1000000,339983,1,1000000,339983,806820
random,1000,10,9757,0.34723307522909710876,0.61817148540171911629,0.34378300730913853564,0.61482670722604813610,0.34872241165308946685,0.61685189676572553607,70385,24440,43510,71007,24411,43657,70093,24443,43237
random,1000,10,9807,0.99844552846216236508,0.99705073393263322191,0.99865759468449775543,0.99754561799795573868,0.99851982952665205527,0.99798696815624679517,945659,944189,942870,946063,944793,943741,945837,944437,943933
random,1000,10,10032,0.87055500000000000000,0.87123600000000000000,0.87226400000000000000,0.24294000000000000000,0.87063000000000000000,0.85641300000000000000,1000000,870555,871236,1000000,872264,242940,1000000,870630,856413
random,1000,10,10331,0.33444400000000000000,0.33444400000000000000,0.33444400000000000000,0.33333300000000000000,0.33444400000000000000,0.47515300000000000000,1000000,334444,334444,1000000,334444,333333,1000000,334444,475153
random,1000,10,10495,0.33181153475764168777,0.33980097728002282698,0.34259193399246034569,0.34045806956398036845,0.33523350918811740962,0.37141946677052721028,28037,9303,9527,28118,9633,9573,28243,9468,10490
random,1000,10,10874,0.33444400000000000000,0.33444400000000000000,0.33444400000000000000,0.33444400000000000000,0.33444400000000000000,0.47626400000000000000,1000000,334444,334444,1000000,334444,334444,1000000,334444,476264
random,1000,10,11230,2935.0000000000000000,2944.0000000000000000,2951.0000000000000000,2949.0000000000000000,2939.0000000000000000,2945.0000000000000000,0,2935,2944,0,2951,2949,0,2939,2945
random,1000,10,11796,0.85279500000000000000,0.85369800000000000000,0.85397200000000000000,0.73354100000000000000,0.85308300000000000000,0.87602300000000000000,1000000,852795,853698,1000000,853972,733541,1000000,853083,876023
random,1000,10,11915,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.54922700000000000000,1000000,407407,407407,1000000,407407,407407,1000000,407407,549227
random,1000,10,13231,110555.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,0,110555,110556,0,110556,110556,0,110556,110556
random,1000,10,14154,0.99991400000000000000,0.99991500000000000000,0.99991700000000000000,1.00000000000000000000,0.99991400000000000000,0.97755700000000000000,1000000,999914,999915,1000000,999917,1000000,1000000,999914,977557
random,1000,10,14268,1.5006647716163576,1.5006662756245394,1.5029289534846940,1.5062758985312304,1.5015221719429776,0.88317424391770790852,664890,997777,997778,663889,997778,1000000,664511,997778,586879
random,1000,10,14395,0.35246089789776386347,0.35246408600230818769,0.35256075004783468333,0.35507047643344601059,0.35357554048867852117,0.35837277728028655494,313666,110555,110556,313580,110556,111343,312680,110556,112056
random,1000,10,14716,732347.000000000000,733991.000000000000,735546.000000000000,523320.000000000000,733024.000000000000,524847.000000000000,0,732347,733991,0,735546,523320,0,733024,524847
random,1000,10,15712,0.14102564102564102564,0.14529914529914529915,0.14347826086956521739,0.14347826086956521739,0.14864864864864864865,0.14864864864864864865,234,33,34,230,33,33,222,33,33
random,1000,10,15806,0.00500000000000000000,0.00500000000000000000,0.00500000000000000000,0.00500000000000000000,0.00500000000000000000,0.47515300000000000000,1000000,5000,5000,1000000,5000,5000,1000000,5000,475153
random,1000,10,16826,0.99891566232480915927,1.00004326534364851235,1.00144532875150611361,0.99855467124849388639,1.00168550251744927286,1.00068608596062838991,369811,369410,369827,370158,370693,369623,370216,370840,370470
random,1000,10,17401,0.89590488771466314399,0.89247027741083223250,0.89655634463352539193,0.88154897494305239180,0.91432752427830251430,0.90993747505653851270,7570,6782,6756,7463,6691,6579,7517,6873,6840
random,1000,10,18510,0.33998300000000000000,0.33998300000000000000,0.33998300000000000000,0.33666700000000000000,0.33998300000000000000,0.80682000000000000000,1000000,339983,339983,1000000,339983,336667,1000000,339983,806820
random,1000,10,19010,0.33444400000000000000,0.33444400000000000000,0.33444400000000000000,0.33333300000000000000,0.33444400000000000000,0.47515300000000000000,1000000,334444,334444,1000000,334444,333333,1000000,334444,475153
random,1000,10,19191,0.98631106843245101759,0.98649823967481031110,0.98683220083818204012,0.98475810717337347927,0.98619514134877557392,0.98409502103679837930,983057,969600,969784,983080,970135,968096,983277,969703,967638
random,1000,10,19591,0.17959365099890088576,0.17959365099890088576,0.17929341827546811765,0.55770223779924997902,0.17956868994094698157,0.55643490430954512691,618680,111111,111111,619716,111111,345617,618766,111111,344303
random,1000,10,19894,0.19062259800153727902,0.19369715603382013836,0.20394736842105263158,0.20394736842105263158,0.19420516836335160532,0.19185591229444009397,1301,248,252,1216,248,248,1277,248,245
random,1000,10,20874,0.99999900000000000000,0.99940100000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.99993700000000000000,1000000,999999,999401,1000000,1000000,1000000,1000000,1000000,999937
random,1000,10,21352,0.10327932851844622292,0.10327932851844622292,0.10267349733592810055,0.70251936372759379695,0.10285798394241263723,0.70007692756311809353,358610,37037,37037,360726,37037,253417,360079,37037,252083
random,1000,10,21581,995024.000000000000,995025.000000000000,995025.000000000000,995025.000000000000,995025.000000000000,524872.000000000000,0,995024,995025,0,995025,995025,0,995025,524872
random,1000,10,21681,0.99666600000000000000,0.99666700000000000000,0.99666700000000000000,0.85665300000000000000,0.99666700000000000000,1.00000000000000000000,1000000,996666,996667,1000000,996667,856653,1000000,996667,1000000
random,1000,10,21944,1.9530911281003977,1.9530930899117773,1.9518639202907927,1.9605767232489109,1.9480903722198958,1.3983351661898631,509733,995555,995556,510054,995556,1000000,511042,995556,714608
random,1000,10,23277,1.0186251994465422,1.0186272372145342,1.0183065825471746,0.98747170949033284510,1.0185950834236716,0.98974320832688059860,981466,999746,999748,981778,999751,969478,981496,999747,971429
random,1000,10,23455,939902.000000000000,940157.000000000000,940768.000000000000,523320.000000000000,940019.000000000000,524847.000000000000,0,939902,940157,0,940768,523320,0,940019,524847
random,1000,10,23937,0.11156300000000000000,0.11244300000000000000,0.11294400000000000000,0.07382300000000000000,0.11093900000000000000,0.54296300000000000000,1000000,111563,112443,1000000,112944,73823,1000000,110939,542963
random,1000,10,24817,0.04481062337033950700,0.04481062337033950700,0.04528660690029883184,0.33116001086661233360,0.04524727213506324304,0.31477661364746756419,37201,1667,1667,36810,1667,12190,36842,1667,11597
random,1000,10,25162,0.32319391634980988593,0.32623574144486692015,0.33548908649959579628,0.33144704931285367825,0.32923076923076923077,0.32538461538461538462,1315,425,429,1237,415,410,1300,428,423
random,1000,10,25464,0.33998300000000000000,0.33998300000000000000,0.33998300000000000000,0.33998300000000000000,0.33998300000000000000,0.33998300000000000000,1000000,339983,339983,1000000,339983,339983,1000000,339983,339983
random,1000,10,25678,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0,1,1,0,1,1,0,1,1
random,1000,10,25915,0.06429559171329981778,0.06429559171329981778,0.06464985120788013463,0.43282263199615349629,0.06469020219751641636,0.42116897470905662831,77377,4975,4975,76953,4975,33307,76905,4975,32390
random,1000,10,26347,53.8750000000000000,53.2932692307692308,54.5721153846153846,53.8317307692307692,56.3232323232323232,56.3181818181818182,208,11206,11085,208,11351,11197,198,11152,11151
random,1000,10,26790,0.99999900000000000000,1.00000000000000000000,1.00000000000000000000,0.85639700000000000000,1.00000000000000000000,0.99989000000000000000,1000000,999999,1000000,1000000,1000000,856397,1000000,1000000,999890
random,1000,10,27768,1.8745970305335184,1.8745989113711683,1.8719793697480570,1.8782093902956677,1.8753890270841879,1.0362872421695951,531678,996682,996683,532422,996683,1000000,531454,996683,550739
random,1000,10,28248,0.55777700000000000000,0.55777800000000000000,0.55777800000000000000,0.000001000000000000000000,0.55777800000000000000,0.47515300000000000000,1000000,557777,557778,1000000,557778,1,1000000,557778,475153
random,1000,10,28465,0.00292489952233655283,0.00292489952233655283,0.00290609548300770429,0.80159626179947941167,0.00290507813928700187,0.80328545527694904096,190092,556,556,191322,556,153363,191389,556,153740
random,1000,10,28633,3843.0000000000000000,3820.0000000000000000,3772.0000000000000000,3875.0000000000000000,3855.0000000000000000,3765.0000000000000000,0,3843,3820,0,3772,3875,0,3855,3765
random,1000,10,29697,0.99999900000000000000,0.99347400000000000000,1.00000000000000000000,0.99286400000000000000,1.00000000000000000000,0.99502600000000000000,1000000,999999,993474,1000000,1000000,992864,1000000,1000000,995026
random,1000,10,30863,0.99935324473030724544,0.99884275880430988487,1.00028834609920154344,0.99721824654115747367,1.00015622853823562409,1.00067419429587588114,953993,953376,952889,953715,953990,951062,953731,953880,954374
random,1000,10,31073,2.2096525799092838,2.2096547989951979,2.2109973998636649,2.2204409351609043,2.2120382094857270,1.3058158391647229,450636,995749,995750,450361,995747,1000000,450150,995749,587813
random,1000,10,31204,110555.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,0,110555,110556,0,110556,110556,0,110556,110556
random,1000,10,31279,110555.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,0,110555,110556,0,110556,110556,0,110556,110556
random,1000,10,32038,1.1306647775237239,1.1312035226294155,1.1331414421469237,1.1269063895532181,1.1316569801921480,1.1303056746361218,235733,266535,266662,236245,267699,266226,236068,267148,266829
random,1000,10,32069,4.9874712068102153,4.9874762143214822,4.9770836352370340,4.9770286679425742,4.9738424353801286,2.6322310335184371,199700,995998,995999,200119,996009,995998,200248,996002,527099
random,1000,10,32269,73879.000000000000,73816.000000000000,74616.000000000000,73747.000000000000,73663.000000000000,73971.000000000000,0,73879,73816,0,74616,73747,0,73663,73971
random,1000,10,32388,0.99777700000000000000,0.99777800000000000000,0.99777800000000000000,0.47915900000000000000,0.99777800000000000000,0.76528000000000000000,1000000,997777,997778,1000000,997778,479159,1000000,997778,765280
random,1000,10,32736,1.0515147372737884,1.0515157888095564,1.0510317123313588,1.0510516823133227,1.0511002074911233,0.91667665230836502461,950990,999980,999981,951428,999981,1000000,951366,999981,872095
random,1000,10,33186,1.1522728629960804,1.1452566939088816,1.1500334974391609,1.1473464043892592,1.1520631336996978,1.1470883358418799,686557,791101,786284,685127,787919,786078,685656,789919,786508
random,1000,10,33267,0.74014700000000000000,0.73959100000000000000,0.74089500000000000000,0.67339000000000000000,0.74022200000000000000,0.81582600000000000000,1000000,740147,739591,1000000,740895,673390,1000000,740222,815826
random,1000,10,33801,1.0718715605007911,1.0718790844053106,1.0715157571264331,1.0183229646821176,1.0713702503631254,1.0190533386047391,930368,997235,997242,930690,997249,947743,930808,997240,948543
random,1000,10,34162,0.13650315838342132687,0.13650439309156101681,0.13671201640207845397,0.39980931841845580070,0.13672334410489097972,0.39748779079186407308,809908,110555,110556,808678,110556,323317,808611,110556,321413
random,1000,10,34656,0.99998200000000000000,0.99998300000000000000,0.99998300000000000000,0.99998300000000000000,0.99998300000000000000,0.99998300000000000000,1000000,999982,999983,1000000,999983,999983,1000000,999983,999983
random,1000,10,34739,1.1667423690797006,1.1667435397355723,1.1673161139044955,1.1712303657869555,1.1671397722535284,0.66415358599982199988,854222,996657,996658,853803,996658,1000000,853932,996658,567142
random,1000,10,34789,330008.000000000000,330008.000000000000,330008.000000000000,330008.000000000000,330008.000000000000,330008.000000000000,0,330008,330008,0,330008,330008,0,330008,330008
random,1000,10,35285,999949.000000000000,999950.000000000000,999950.000000000000,995000.000000000000,999950.000000000000,524847.000000000000,0,999949,999950,0,999950,995000,0,999950,524847
random,1000,10,35525,1.00000802957291705351,0.99478679978360300989,1.00001204565302496462,0.99586733720801838970,0.99994981632775960014,0.99730413312724571933,996317,996325,991123,996210,996222,992093,996340,996290,993654
random,1000,10,36043,32222.000000000000,32246.000000000000,32266.000000000000,32309.000000000000,32159.000000000000,32268.000000000000,0,32222,32246,0,32266,32309,0,32159,32268
random,1000,10,36230,1.1239884603890618,1.1240967030691506,1.1243053920414410,1.1247939722156817,1.1237405841502067,1.1239087610770380,849942,955325,955417,849400,954985,955400,850295,955511,955654
random,1000,10,36794,802468.000000000000,802469.000000000000,802469.000000000000,802469.000000000000,802469.000000000000,802469.000000000000,0,802468,802469,0,802469,802469,0,802469,802469
random,1000,10,36936,333333.000000000000,333333.000000000000,333333.000000000000,333333.000000000000,333333.000000000000,333333.000000000000,0,333333,333333,0,333333,333333,0,333333,333333
random,1000,10,37585,1.1081508857698854,1.1093028373269421,1.1092668020388052,1.1093782121593536,1.1082386435178619,1.1084984247449571,754372,835958,836827,753971,836355,836439,754481,836145,836341
random,1000,10,37677,0.91503813142461084904,0.91546548973201163196,0.91662841585200569910,0.85838409026541182292,0.91523578388952869248,0.86342036830998592432,921943,843613,844007,921549,844718,791043,922158,843992,796210
random,1000,10,37743,0.30929492039423805914,0.30856204195097295931,0.30937869507188421389,0.39133126620756852217,0.30864490943476370109,0.38841917899655134053,197850,61194,61049,197053,60964,77113,197758,61037,76813
random,1000,10,38013,1.2329540777076609,1.2334309859794646,1.2334598925547694,1.2332597633933957,1.2324413268743838,1.2355450270580809,704538,868663,868999,704545,869028,868887,704965,868828,871016
random,1000,10,38443,34123.000000000000,34126.000000000000,34170.000000000000,34184.000000000000,34109.000000000000,34121.000000000000,0,34123,34126,0,34170,34184,0,34109,34121
random,1000,10,38791,12346.0000000000000000,12346.0000000000000000,12346.0000000000000000,12346.0000000000000000,12346.0000000000000000,12346.0000000000000000,0,12346,12346,0,12346,12346,0,12346,12346
random,1000,10,39556,0.14948071725500418444,0.14889763887555049459,0.14707552138552774681,0.83100200414509189655,0.14891694279376728647,0.81777665197031519566,145778,21791,21706,146197,21502,121490,146068,21752,119451
random,1000,10,39721,1.0300172979059139,1.0326160717518539,1.0306581454587462,1.0629498984246189,1.0299608845305268,1.0612415803630766,856173,881873,884098,856999,883273,910947,856183,881835,908617
random,1000,10,40010,0.75686100000000000000,0.75676200000000000000,0.75611300000000000000,0.54772900000000000000,0.75664500000000000000,1.00000000000000000000,1000000,756861,756762,1000000,756113,547729,1000000,756645,1000000
random,1000,10,40187,16643.0000000000000000,16676.0000000000000000,16571.0000000000000000,16713.0000000000000000,16643.0000000000000000,16631.0000000000000000,0,16643,16676,0,16571,16713,0,16643,16631
random,1000,10,40519,185.0000000000000000,185.0000000000000000,185.0000000000000000,185.0000000000000000,185.0000000000000000,185.0000000000000000,0,185,185,0,185,185,0,185,185
random,1000,10,40824,0.04185200000000000000,0.04185200000000000000,0.04185200000000000000,0.04185200000000000000,0.04185200000000000000,0.51200500000000000000,1000000,41852,41852,1000000,41852,41852,1000000,41852,512005
random,1000,10,40956,0.04185200000000000000,0.04185200000000000000,0.04185200000000000000,0.04185200000000000000,0.04185200000000000000,0.51200500000000000000,1000000,41852,41852,1000000,41852,41852,1000000,41852,512005
random,1000,10,41268,0.37128100000000000000,0.37124400000000000000,0.37125400000000000000,0.35549500000000000000,0.37123100000000000000,0.49689500000000000000,1000000,371281,371244,1000000,371254,355495,1000000,371231,496895
random,1000,10,41781,0.86854230743677626360,0.86839249587366846831,0.86892769692528743126,0.87283530169525115846,0.86791583234169090440,0.87165369502894207159,767631,666720,666605,766966,666438,669435,768086,666634,669505
random,1000,10,42223,12346.0000000000000000,12346.0000000000000000,12346.0000000000000000,12346.0000000000000000,12346.0000000000000000,12346.0000000000000000,0,12346,12346,0,12346,12346,0,12346,12346
random,1000,10,42549,0.60493800000000000000,0.60493800000000000000,0.60493800000000000000,0.60493800000000000000,0.60493800000000000000,0.74675800000000000000,1000000,604938,604938,1000000,604938,604938,1000000,604938,746758
