dataset,target,values,seed,m_error_no_stats,m_error_with_stats,p_error_no_stats,p_error_with_stats,f_error_no_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
random,10,10000,139,1.09376693766937669377,0.90830253757083025376,0.69826606728251741343,0.76090500419898236427,0.98838990168469937256,1.03132256311447062892,20295,22198,18434,20243,14135,15403,20241,20006,20875
random,10,10000,176,0.55721303697455733989,0.55491159977067998656,0.55875680505956797146,0.55985649609090339536,0.55721243837494397722,0.55684499485908623553,607012,338235,336838,606534,338905,339572,606896,338170,337947
random,10,10000,284,10.0942760942760943,10.0909090909090909,10.7262969588550984,10.7262969588550984,10.4062500000000000,10.4062500000000000,594,5996,5994,559,5996,5996,576,5994,5994
random,10,10000,303,0.13793103448275862069,0.10344827586206896552,0.17427385892116182573,0.19502074688796680498,0.12676056338028169014,0.12323943661971830986,261,36,27,241,42,47,284,36,35
random,10,10000,953,19.7651821862348178,19.8178137651821862,18.1933085501858736,18.3048327137546468,18.5757575757575758,18.5037878787878788,247,4882,4895,269,4894,4924,264,4904,4885
random,10,10000,1349,0.99432410577215148306,0.99956694497122544311,0.99938943486296147693,1.00184606164963412269,0.99809249207342725510,0.99742860954061791354,974472,968941,974050,974507,973912,976306,974570,972711,972064
random,10,10000,1604,0.83688874794303678936,0.83252136869520487229,0.83338456501800606283,0.83868017183856771204,0.83684723158762268675,0.83265902449988761519,400469,335148,333399,400143,333473,335592,400410,335082,333405
random,10,10000,1769,0.33337000000000000000,0.33330400000000000000,0.33337000000000000000,0.33337000000000000000,0.33330400000000000000,0.33330400000000000000,1000000,333370,333304,1000000,333370,333370,1000000,333304,333304
random,10,10000,2041,0.33308754102783148240,0.33302159675074561995,0.33291689885135985332,0.33291689885135985332,0.33366569461004111469,0.33366569461004111469,333615,111123,111101,333786,111123,111123,332971,111101,111101
random,10,10000,2202,0.55561700000000000000,0.55550700000000000000,0.55561700000000000000,0.55561700000000000000,0.55550700000000000000,0.55550700000000000000,1000000,555617,555507,1000000,555617,555617,1000000,555507,555507
random,10,10000,2728,1.0023633719444297,1.00216492086512643238,1.0023332334426118,1.0023332334426118,1.00210164463464256006,1.00210164463464256006,997727,1000085,999887,997757,1000085,1000085,997790,999887,999887
random,10,10000,3403,333.0000000000000000,333.0000000000000000,333.0000000000000000,333.0000000000000000,333.0000000000000000,333.0000000000000000,0,333,333,0,333,333,0,333,333
random,10,10000,3699,2.8133234729772945,2.8127678285897026,2.8172538439059929,2.8172538439059929,2.8146242924858497,2.8146242924858497,250160,703781,703642,249811,703781,703781,249995,703642,703642
