dataset,target,values,seed,m_error_no_stats,m_error_with_stats,p_error_no_stats,p_error_with_stats,f_error_no_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
random,100,10,378,0.33666700000000000000,0.33666700000000000000,0.33666700000000000000,0.32541500000000000000,0.33666700000000000000,0.46539100000000000000,1000000,336667,336667,1000000,336667,325415,1000000,336667,465391
random,100,10,420,0.56608900000000000000,0.56444400000000000000,0.56693300000000000000,0.56688000000000000000,0.56831100000000000000,0.57211200000000000000,1000000,566089,564444,1000000,566933,566880,1000000,568311,572112
random,100,10,769,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,0,331667,331667,0,331667,331667,0,331667,331667
random,100,10,849,111111.000000000000,111111.000000000000,111111.000000000000,111111.000000000000,111111.000000000000,111111.000000000000,0,111111,111111,0,111111,111111,0,111111,111111
random,100,10,1136,0.70435885082536704110,0.70435885082536704110,0.70493979114060576838,0.71243385907700897106,0.70474037596741395867,0.69988063117061370293,788740,555556,555556,788090,555556,561462,788313,555556,551725
random,100,10,1373,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,0,331667,331667,0,331667,331667,0,331667,331667
random,100,10,1540,0.00997500000000000000,0.00997500000000000000,0.00997500000000000000,0.00500000000000000000,0.00997500000000000000,0.14563300000000000000,1000000,9975,9975,1000000,9975,5000,1000000,9975,145633
random,100,10,1604,0.70764914612316209754,0.71142341427539464621,0.70850120232380973668,0.72005319654222475539,0.70922648002942972440,0.71275767348318341478,535733,379111,381133,536877,380378,386580,535513,379800,381691
random,100,10,1793,0.50207558253377716859,0.50207558253377716859,0.50224882134639985174,0.51161627348078368975,0.50183370218147328486,0.50851813377896210650,663910,333333,333333,663681,333333,339550,664230,333333,337773
random,100,10,2124,0.84254722015160957886,0.84299936048619342645,0.84168124453966165758,0.84588761427253528728,0.84162456395437634021,0.84564646754680172117,981996,827378,827822,982082,826600,830731,982122,826578,830528
random,100,10,2557,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,0,331667,331667,0,331667,331667,0,331667,331667
random,100,10,3403,116378.000000000000,115556.000000000000,116800.000000000000,118222.000000000000,117489.000000000000,117867.000000000000,0,116378,115556,0,116800,118222,0,117489,117867
random,100,10,4131,1.2790220823739396,1.2753398110697718,1.2787477193266284,1.3632607113004557,1.2848018305729099,1.3616687762097592,444291,568258,566622,445044,569099,606711,444014,570470,604600
random,100,10,4400,0.11555600000000000000,0.11555600000000000000,0.11555600000000000000,0.11555600000000000000,0.11555600000000000000,0.25618900000000000000,1000000,115556,115556,1000000,115556,115556,1000000,115556,256189
random,100,10,4694,0.56249315279047293574,0.56342519086341063799,0.56241907215820657363,0.57278928024902886590,0.56451077020774446759,0.57010005057357637019,611563,344000,344570,611656,344007,350350,610991,344911,348326
random,100,10,5972,995888.000000000000,995888.000000000000,995891.000000000000,995881.000000000000,995892.000000000000,995884.000000000000,0,995888,995888,0,995891,995881,0,995892,995884
random,100,10,6006,1.1677334260237788,1.1677334260237788,1.1685375625535065,1.1084182702498861,1.1677593927236382,1.1110741797532413,854457,997778,997778,853869,997778,946444,854438,997778,949344
random,100,10,6133,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,0,110556,110556,0,110556,110556,0,110556,110556
random,100,10,6450,0.71840466044178557285,0.71982555721319927174,0.71760833708575167366,0.72663155564069329764,0.72062694722476110307,0.72087101184709600456,803014,576889,578030,803926,576904,584158,803066,578711,578907
