dataset,target,values,seed,m_error_no_stats,m_error_with_stats,p_error_no_stats,p_error_with_stats,f_error_no_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
correlated,100,10000,200,555556.000000000000,555556.000000000000,555556.000000000000,555556.000000000000,555556.000000000000,555556.000000000000,0,555556,555556,0,555556,555556,0,555556,555556
correlated,100,10000,1019,1667.0000000000000000,1667.0000000000000000,1667.0000000000000000,1667.0000000000000000,1667.0000000000000000,1667.0000000000000000,0,1667,1667,0,1667,1667,0,1667,1667
correlated,100,10000,1349,970898.000000000000,970998.000000000000,971163.000000000000,971760.000000000000,971661.000000000000,971827.000000000000,0,970898,970998,0,971163,971760,0,971661,971827
correlated,100,10000,1378,996667.000000000000,996667.000000000000,996667.000000000000,996667.000000000000,996667.000000000000,996667.000000000000,0,996667,996667,0,996667,996667,0,996667,996667
correlated,100,10000,1793,0.33333300000000000000,0.33333300000000000000,0.33333300000000000000,0.33333300000000000000,0.33333300000000000000,0.33333300000000000000,1000000,333333,333333,1000000,333333,333333,1000000,333333,333333
correlated,100,10000,2184,0.55555600000000000000,0.55555600000000000000,0.55555600000000000000,0.55555600000000000000,0.55555600000000000000,0.55555600000000000000,1000000,555556,555556,1000000,555556,555556,1000000,555556,555556
correlated,100,10000,2393,0.33326518248465798855,0.33259586941293065508,0.33276924715473568815,0.33406022633016577248,0.33309556700276712671,0.33278464180125747189,929311,309707,309085,929527,309318,310518,929484,309607,309318
correlated,100,10000,3810,703704.000000000000,703704.000000000000,703704.000000000000,703704.000000000000,703704.000000000000,703704.000000000000,0,703704,703704,0,703704,703704,0,703704,703704
correlated,100,10000,3909,0.97079527604863575542,1.05747862004770492757,1.05095990136793283626,0.98949098808195855105,1.06876740947075208914,1.04526462395543175487,17189,16687,18177,17033,17901,16854,17232,18417,18012
correlated,100,10000,3944,0.93735456215554194734,1.03533374157991426822,1.03314575474615051636,0.96920413085152433368,1.05310328008779417144,1.02060724301914400683,16330,15307,16907,16171,16707,15673,16402,17273,16740
correlated,100,10000,4690,78.0000000000000000,72.0000000000000000,68.0000000000000000,67.0000000000000000,65.0000000000000000,72.0000000000000000,0,78,72,0,68,67,0,65,72
correlated,100,10000,4718,46.7356321839080460,46.7347911410148584,47.2641054720725829,47.2639637085341650,46.6617214835549335,46.6628411476557033,7134,333412,333406,7054,333401,333400,7145,333398,333406
correlated,100,10000,5206,30.0000000000000000,30.0000000000000000,30.0000000000000000,30.0000000000000000,30.0000000000000000,30.0000000000000000,0,30,30,0,30,30,0,30,30
correlated,100,10000,5322,0.55560800000000000000,0.55560400000000000000,0.55560100000000000000,0.55560000000000000000,0.55560000000000000000,0.55560400000000000000,1000000,555608,555604,1000000,555601,555600,1000000,555600,555604
correlated,100,10000,5925,1160.2677532013969732,1160.2677532013969732,1156.2296983758700696,1156.2296983758700696,1200.8072289156626506,1200.8072289156626506,859,996670,996670,862,996670,996670,830,996670,996670
correlated,100,10000,6035,995556.000000000000,995556.000000000000,995556.000000000000,995556.000000000000,995556.000000000000,995556.000000000000,0,995556,995556,0,995556,995556,0,995556,995556
correlated,100,10000,6281,1.00073996006212558243,0.99816729531839360994,1.00175335671881636777,1.00255739442984854148,0.99967508777065854053,1.00014748575598093553,901400,902067,899748,901699,903280,904005,901782,901489,901915
correlated,100,10000,6456,0.55566611232723559959,0.55565811223923463158,0.55565489047824765196,0.55565389046224739596,0.55565144607458326792,0.55566144624458615796,999989,555660,555652,999984,555646,555645,999983,555642,555652
correlated,100,10000,6713,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,0,407407,407407,0,407407,407407,0,407407,407407
correlated,100,10000,7674,0.55602500000000000000,0.55598900000000000000,0.55596300000000000000,0.55595800000000000000,0.55594600000000000000,0.55598900000000000000,1000000,556025,555989,1000000,555963,555958,1000000,555946,555989
correlated,100,10000,8300,0.34003500000000000000,0.33992400000000000000,0.34009400000000000000,0.33962700000000000000,0.33973800000000000000,0.33993100000000000000,1000000,340035,339924,1000000,340094,339627,1000000,339738,339931
correlated,100,10000,8451,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,1000000,703704,703704,1000000,703704,703704,1000000,703704,703704
correlated,100,10000,8537,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,1000000,407407,407407,1000000,407407,407407,1000000,407407,407407
correlated,100,10000,8951,1.00270932834843775494,1.00270932834843775494,1.00262854173338731411,1.00262854173338731411,1.00272043752612415710,1.00272043752612415710,992866,995556,995556,992946,995556,995556,992855,995556,995556
correlated,100,10000,9138,997778.000000000000,997778.000000000000,997778.000000000000,997778.000000000000,997778.000000000000,997778.000000000000,0,997778,997778,0,997778,997778,0,997778,997778
correlated,100,10000,9806,1.00569591698623956688,1.03582976163621324912,1.05555450933127436395,0.98124329108679685882,1.01224482130448663774,1.02856498957687757057,53196,53499,55102,53101,56051,52105,53247,53899,54768
correlated,100,10000,9932,46.7251191477432016,46.7251191477432016,47.2548908420754182,47.2548908420754182,46.6530440867739678,46.6531840447865640,7134,333337,333337,7054,333336,333336,7145,333336,333337
correlated,100,10000,10143,0.55777800000000000000,0.55777800000000000000,0.55777800000000000000,0.55777800000000000000,0.55777800000000000000,0.55777800000000000000,1000000,557778,557778,1000000,557778,557778,1000000,557778,557778
correlated,100,10000,10963,265.0000000000000000,279.0000000000000000,272.0000000000000000,244.0000000000000000,271.0000000000000000,273.0000000000000000,0,265,279,0,272,244,0,271,273
correlated,100,10000,10979,1.00001410671731649932,1.00058341352330379320,1.00056524669844542044,1.00039597495987352983,1.00033644053967480101,1.00023671714617837795,992435,992449,993014,992487,993048,992880,992746,993080,992981
correlated,100,10000,11150,1.00187083015319058100,1.00187083015319058100,1.00180425449654050310,1.00180425449654050310,1.00191521884043669406,1.00191521884043669406,993142,995000,995000,993208,995000,995000,993098,995000,995000
correlated,100,10000,11209,159.0000000000000000,153.0000000000000000,160.0000000000000000,150.0000000000000000,151.0000000000000000,156.0000000000000000,0,159,153,0,160,150,0,151,156
correlated,100,10000,12029,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,1000000,407407,407407,1000000,407407,407407,1000000,407407,407407
correlated,100,10000,12379,0.13158266271353946068,0.12212339404207256812,0.11185618490512198602,0.11713511199885861036,0.10999858976166972218,0.12156254406994782118,7083,932,865,7009,784,821,7091,780,862
correlated,100,10000,12420,0.57240500000000000000,0.57237500000000000000,0.57290900000000000000,0.57162000000000000000,0.57169400000000000000,0.57231600000000000000,1000000,572405,572375,1000000,572909,571620,1000000,571694,572316
correlated,100,10000,12620,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,1000000,407407,407407,1000000,407407,407407,1000000,407407,407407
correlated,100,10000,12655,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,0,37037,37037,0,37037,37037,0,37037,37037
correlated,100,10000,13121,1.00270932834843775494,1.00270932834843775494,1.00262854173338731411,1.00262854173338731411,1.00272043752612415710,1.00272043752612415710,992866,995556,995556,992946,995556,995556,992855,995556,995556
correlated,100,10000,13226,995556.000000000000,995556.000000000000,995556.000000000000,995556.000000000000,995556.000000000000,995556.000000000000,0,995556,995556,0,995556,995556,0,995556,995556
correlated,100,10000,13999,11177.0000000000000000,12570.0000000000000000,10812.0000000000000000,12039.0000000000000000,12172.0000000000000000,11177.0000000000000000,0,11177,12570,0,10812,12039,0,12172,11177
correlated,100,10000,14002,4975.0000000000000000,4975.0000000000000000,4975.0000000000000000,4975.0000000000000000,4975.0000000000000000,4975.0000000000000000,0,4975,4975,0,4975,4975,0,4975,4975
correlated,100,10000,14379,0.99777800000000000000,0.99777800000000000000,0.99777800000000000000,0.99777800000000000000,0.99777800000000000000,0.99777800000000000000,1000000,997778,997778,1000000,997778,997778,1000000,997778,997778
correlated,100,10000,14820,1.00005000335022446504,1.00005000335022446504,1.00004500279017299073,1.00004500279017299073,1.00004000228012996741,1.00004000228012996741,999933,999983,999983,999938,999983,999983,999943,999983,999983
correlated,100,10000,14954,996658.000000000000,996658.000000000000,996658.000000000000,996658.000000000000,996658.000000000000,996658.000000000000,0,996658,996658,0,996658,996658,0,996658,996658
correlated,100,10000,16047,0.55779082918907134864,0.55779082918907134864,0.55779473384201526046,0.55779473384201526046,0.55780142765996171839,0.55780142765996171839,999977,557778,557778,999970,557778,557778,999958,557778,557778
correlated,100,10000,16066,0.11191195385373115387,0.11191195385373115387,0.11190372599494821314,0.11190372599494821314,0.11191533551635605094,0.11191533551635605094,992843,111111,111111,992916,111111,111111,992813,111111,111111
correlated,100,10000,17049,0.99627100000000000000,0.99653800000000000000,0.99686400000000000000,0.99671600000000000000,0.99687900000000000000,0.99655300000000000000,1000000,996271,996538,1000000,996864,996716,1000000,996879,996553
correlated,100,10000,17401,0.95813780316815361058,0.95639565226280545479,0.95718897891077935337,0.96269285346202961291,0.95868352763468763314,0.95673298303144540412,929311,890408,888789,929527,889733,894849,929484,891081,889268
correlated,100,10000,17770,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,0,110556,110556,0,110556,110556,0,110556,110556
