dataset,target,values,seed,m_error_no_stats,m_error_with_stats,p_error_no_stats,p_error_with_stats,f_error_no_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
correlated,1000,100,1059,1.00011585874501807396,1.0041322952389780,1.00202664026361793963,0.99952814864091338047,0.99799746396981505536,0.99322694377435516793,129468,129483,130003,129278,129540,129217,129336,129077,128460
correlated,1000,100,1265,0.11186226698507174182,0.11186226698507174182,0.11185629851701889691,1.00020738178483233787,0.11186181651243143982,0.99993858780132247646,993284,111111,111111,993337,111111,993543,993288,111111,993227
correlated,1000,100,1349,762011.000000000000,762362.000000000000,761241.000000000000,127.0000000000000000,761122.000000000000,160.0000000000000000,0,762011,762362,0,761241,127,0,761122,160
correlated,1000,100,1461,0.00493503877530466311,0.00483432369825762917,0.00510408326661329063,1.0011008807045637,0.00493852045958476114,0.99193710945373916549,9929,49,48,9992,51,10003,9922,49,9842
correlated,1000,100,1479,0.00499068005531838134,0.00493055137995309963,0.00493886646991507559,1.00921520207191471421,0.00494018213201595143,1.01624903279566692459,16631,83,82,16603,82,16756,16801,83,17074
correlated,1000,100,1736,0.35244400000000000000,0.35280000000000000000,0.35251600000000000000,0.99987300000000000000,0.35244400000000000000,0.99984000000000000000,1000000,352444,352800,1000000,352516,999873,1000000,352444,999840
correlated,1000,100,3129,703704.000000000000,703704.000000000000,703704.000000000000,666540.000000000000,703704.000000000000,160.0000000000000000,0,703704,703704,0,703704,666540,0,703704,160
correlated,1000,100,3809,407407.000000000000,407407.000000000000,407407.000000000000,333333.000000000000,407407.000000000000,160.0000000000000000,0,407407,407407,0,407407,333333,0,407407,160
correlated,1000,100,4327,556.0000000000000000,556.0000000000000000,556.0000000000000000,127.0000000000000000,556.0000000000000000,160.0000000000000000,0,556,556,0,556,127,0,556,160
correlated,1000,100,4827,104.7802263251935676,104.7802263251935676,105.6136875281404773,101.0051028065435990,104.8426698450536353,1.0329261025029797,6716,703704,703704,6663,703704,672997,6712,703704,6933
