dataset,target,values,seed,m_error_no_stats,m_error_with_stats,p_error_no_stats,p_error_with_stats,f_error_no_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
random,1000,10000,399,0.99159843741638572269,1.01155883769465403757,1.01181881384031231617,1.00700572223113535483,1.01276550664759786006,1.00466126383812701944,18687,18530,18903,18699,18920,18830,18879,19120,18967
random,1000,10000,559,0.31415929203539823009,0.31415929203539823009,0.32134831460674157303,0.31910112359550561798,0.26503340757238307350,0.31848552338530066815,452,142,142,445,143,142,449,119,143
random,1000,10000,651,10.0000000000000000,10.0000000000000000,10.0000000000000000,10.0000000000000000,10.0000000000000000,10.0000000000000000,0,10,10,0,10,10,0,10,10
random,1000,10000,812,0.99988097250464857382,0.99977394778193762759,0.99986597091568870445,0.99986697113273580367,0.99982496149152813619,0.99986897117365820481,999769,999650,999543,999783,999649,999650,999780,999605,999649
random,1000,10000,1539,2.2603978300180832,2.2603978300180832,2.2946305644791189,2.2946305644791189,2.2492127755285650,2.2492127755285650,2212,5000,5000,2179,5000,5000,2223,5000,5000
random,1000,10000,1676,0.67232416909801478180,0.67232416909801478180,0.67263042857171398717,0.67263042857171398717,0.67114205006448937769,0.67114205006448937769,500751,336667,336667,500523,336667,336667,501633,336667,336667
random,1000,10000,1922,0.99502500000000000000,0.99502500000000000000,0.99502500000000000000,0.99502500000000000000,0.99502500000000000000,0.99502500000000000000,1000000,995025,995025,1000000,995025,995025,1000000,995025,995025
random,1000,10000,1990,0.33351300000000000000,0.33351300000000000000,0.33351300000000000000,0.33351300000000000000,0.33349400000000000000,0.33351300000000000000,1000000,333513,333513,1000000,333513,333513,1000000,333494,333513
random,1000,10000,2485,0.99481353097946315038,0.99412439687157065965,0.99435851982194656655,0.99489533698615817487,0.99352955342150197611,0.99379325299576882047,918544,913780,913147,918376,913195,913688,917711,911773,912015
random,1000,10000,3041,28.8554134697357204,28.8610400682011935,28.9754427996919654,28.9689398476940190,28.4615966386554622,28.4574789915966387,11730,338474,338540,11687,338636,338560,11900,338693,338644
random,1000,10000,3511,57.0000000000000000,75.0000000000000000,57.0000000000000000,57.0000000000000000,63.0000000000000000,57.0000000000000000,0,57,75,0,57,57,0,63,57
random,1000,10000,3865,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,0,37037,37037,0,37037,37037,0,37037,37037
random,1000,10000,4278,1.6633654508530377,1.6633654508530377,1.6671040322315507,1.6671040322315507,1.6673681567352014,1.6673681567352014,335331,557778,557778,334579,557778,557778,334526,557778,557778
random,1000,10000,4682,0.33350400000000000000,0.33354000000000000000,0.33353700000000000000,0.33350400000000000000,0.33350700000000000000,0.33350500000000000000,1000000,333504,333540,1000000,333537,333504,1000000,333507,333505
random,1000,10000,5046,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,1000000,703704,703704,1000000,703704,703704,1000000,703704,703704
random,1000,10000,5740,1.1643835616438356,1.1643835616438356,1.2142857142857143,1.2142857142857143,0.91612903225806451613,1.0967741935483871,146,170,170,140,170,170,155,142,170
random,1000,10000,6019,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,0,110556,110556,0,110556,110556,0,110556,110556
random,1000,10000,6287,1.0023301013158539,1.0028799616730999,1.00143044372080963332,1.00166576424152165221,1.0025434459991355,1.0021068356200031,918415,920555,921060,917897,919210,919426,918439,920775,920374
random,1000,10000,7382,0.11555600000000000000,0.11555600000000000000,0.11555600000000000000,0.11555600000000000000,0.11555600000000000000,0.11555600000000000000,1000000,115556,115556,1000000,115556,115556,1000000,115556,115556
random,1000,10000,7556,0.35067800000000000000,0.35087800000000000000,0.35115500000000000000,0.35108300000000000000,0.35129400000000000000,0.35110100000000000000,1000000,350678,350878,1000000,351155,351083,1000000,351294,351101
random,1000,10000,8193,0.55570700000000000000,0.55570700000000000000,0.55570800000000000000,0.55570700000000000000,0.55568300000000000000,0.55570800000000000000,1000000,555707,555707,1000000,555708,555707,1000000,555683,555708
random,1000,10000,8523,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,1000000,703704,703704,1000000,703704,703704,1000000,703704,703704
random,1000,10000,8866,2321.0000000000000000,2394.0000000000000000,2316.0000000000000000,2360.0000000000000000,2377.0000000000000000,2387.0000000000000000,0,2321,2394,0,2316,2360,0,2377,2387
random,1000,10000,8950,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,0,110556,110556,0,110556,110556,0,110556,110556
random,1000,10000,8966,0.99776305187073807262,0.99776305187073807262,0.99773005378720231384,0.99773005378720231384,0.99777405171696681723,0.99777405171696681723,997788,995556,995556,997821,995556,995556,997777,995556,995556
random,1000,10000,9356,1.7383599722029187,1.7387074357192495,1.7816951566951567,1.7816951566951567,1.7371527777777778,1.7371527777777778,2878,5003,5004,2808,5003,5003,2880,5003,5003
random,1000,10000,9463,0.13671875000000000000,0.14062500000000000000,0.13108614232209737828,0.13483146067415730337,0.13043478260869565217,0.13043478260869565217,256,35,36,267,35,36,276,36,36
random,1000,10000,9770,0.99684402131922527926,0.99151421499941070937,1.01112846544318625537,1.00571391383574124691,0.99564441645675902603,1.00059036523929471033,76363,76122,75715,76830,77685,77269,76224,75892,76269
random,1000,10000,10390,1.0062111801242236,1.0031055900621118,0.96060606060606060606,0.99090909090909090909,1.1233333333333333,1.1233333333333333,322,324,323,330,317,327,300,337,337
random,1000,10000,10415,0.55451989619377162630,0.55451989619377162630,0.55526718650832651742,0.55526718650832651742,0.55471737676109075296,0.55471737676109075296,601120,333333,333333,600311,333333,333333,600906,333333,333333
random,1000,10000,10519,0.59685863874345549738,0.59685863874345549738,0.60000000000000000000,0.60000000000000000000,0.46341463414634146341,0.55609756097560975610,191,114,114,190,114,114,205,95,114
