dataset,target,values,seed,m_error_no_stats,p_error_no_stats,f_error_no_stats,m_error_with_stats,p_error_with_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
correlated,1000,10000,1389,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,0,331667,331667,0,331667,331667,0,331667,331667
correlated,1000,10000,1409,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,331667.000000000000,0,331667,331667,0,331667,331667,0,331667,331667
correlated,1000,10000,1521,44.2477876106194690,53.7634408602150538,58.1395348837209302,44.2477876106194690,53.7634408602150538,58.1395348837209302,113,5000,5000,93,5000,5000,86,5000,5000
correlated,1000,10000,1540,0.00997500000000000000,0.00997500000000000000,0.00997500000000000000,0.00997500000000000000,0.00997500000000000000,0.12820500000000000000,1000000,9975,9975,1000000,9975,9975,1000000,9975,128205
correlated,1000,10000,1651,14.7522123893805310,17.9247311827956989,19.3837209302325581,14.7522123893805310,17.9247311827956989,19.3837209302325581,113,1667,1667,93,1667,1667,86,1667,1667
correlated,1000,10000,1769,0.33333300000000000000,0.33333300000000000000,0.33333300000000000000,0.33333300000000000000,0.45179000000000000000,0.45156300000000000000,1000000,333333,333333,1000000,333333,451790,1000000,333333,451563
correlated,1000,10000,2155,0.11111100000000000000,0.11111100000000000000,0.11111100000000000000,0.11111100000000000000,0.22956800000000000000,0.22934100000000000000,1000000,111111,111111,1000000,111111,229568,1000000,111111,229341
correlated,1000,10000,2257,32222.000000000000,32298.000000000000,32105.000000000000,32301.000000000000,32042.000000000000,31966.000000000000,0,32222,32301,0,32298,32042,0,32105,31966
correlated,1000,10000,2439,0.11111100000000000000,0.11111100000000000000,0.11111100000000000000,0.11111100000000000000,0.22956800000000000000,0.22934100000000000000,1000000,111111,111111,1000000,111111,229568,1000000,111111,229341
correlated,1000,10000,3039,35.4029456193353474,35.5840394587074744,36.0233749599743836,35.4105614300100705,35.5719615530542557,36.0253602305475504,15888,562482,562603,15814,562726,562535,15615,562505,562536
correlated,1000,10000,3041,338516.000000000000,338601.000000000000,338504.000000000000,338581.000000000000,338517.000000000000,338531.000000000000,0,338516,338581,0,338601,338517,0,338504,338531
correlated,1000,10000,3046,5878.0000000000000000,5939.0000000000000000,5917.0000000000000000,5917.0000000000000000,5867.0000000000000000,5869.0000000000000000,0,5878,5917,0,5939,5867,0,5917,5869
correlated,1000,10000,3112,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,0,37037,37037,0,37037,37037,0,37037,37037
correlated,1000,10000,3242,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,0,407407,407407,0,407407,407407,0,407407,407407
correlated,1000,10000,3688,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,0,37037,37037,0,37037,37037,0,37037,37037
correlated,1000,10000,4278,0.55777800000000000000,0.55777800000000000000,0.55777800000000000000,0.55777800000000000000,0.67623400000000000000,0.67600800000000000000,1000000,557778,557778,1000000,557778,676234,1000000,557778,676008
correlated,1000,10000,5216,0.33460500000000000000,0.33463400000000000000,0.33460400000000000000,0.34124100000000000000,0.33460000000000000000,0.45283100000000000000,1000000,334605,341241,1000000,334634,334600,1000000,334604,452831
correlated,1000,10000,6043,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,110556.000000000000,0,110556,110556,0,110556,110556,0,110556,110556
correlated,1000,10000,6164,1.00270932834843775494,1.00271336802093342277,1.00256997957712154231,1.00270932834843775494,1.00485163094166158036,1.00486604283567840613,992866,995556,995556,992862,995556,997679,993004,995556,997836
correlated,1000,10000,6242,0.99985599279963998200,0.99987599342765166554,0.99986199365170797857,0.99985599279963998200,0.99986899305663200150,0.99986199365170797857,999950,999806,999806,999947,999823,999816,999954,999816,999816
correlated,1000,10000,6284,1.00026964802810403866,0.99921303227217176031,0.99994585767933019452,0.99988737592400473887,0.99993396831994838704,1.00058473706323389916,923426,923675,923322,923799,923072,923738,923492,923442,924032
correlated,1000,10000,6287,1.0021151481420569,1.00125753705651404195,1.00190263766351302931,1.00198880561657875333,1.0021536002578223,1.0025550016935327,918139,920081,919965,918462,919617,920440,918199,919946,920545
correlated,1000,10000,6331,3.0000000000000000,3.0000000000000000,3.0000000000000000,3.0000000000000000,3.0000000000000000,3.0000000000000000,0,3,3,0,3,3,0,3,3
correlated,1000,10000,6625,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,0,37037,37037,0,37037,37037,0,37037,37037
correlated,1000,10000,6640,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,37037.000000000000,0,37037,37037,0,37037,37037,0,37037,37037
correlated,1000,10000,6750,0.70876029595131669329,0.70876315137451126138,0.70866179793837688469,0.70876029595131669329,0.82517409267350346775,0.82498559925236957756,992866,703704,703704,992862,703704,819284,993004,703704,819214
correlated,1000,10000,6780,703704.000000000000,703704.000000000000,703704.000000000000,703704.000000000000,703704.000000000000,703704.000000000000,0,703704,703704,0,703704,703704,0,703704,703704
