dataset,target,values,seed,m_error_no_stats,m_error_with_stats,p_error_no_stats,p_error_with_stats,f_error_no_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
random,10,100,405,0.97091566772803895861,1.0646656677280390,0.94935910537533942597,1.00747467079330783381,0.99874810760451845813,0.98920461162221963433,170848,165879,181896,171245,162573,172525,171740,171525,169886
random,10,100,513,111101.000000000000,111123.000000000000,111123.000000000000,111101.000000000000,111101.000000000000,111123.000000000000,0,111101,111123,0,111123,111101,0,111101,111123
random,10,100,903,111101.000000000000,111123.000000000000,111123.000000000000,111101.000000000000,111101.000000000000,111123.000000000000,0,111101,111123,0,111123,111101,0,111101,111123
random,10,100,1067,1.3851347888478885,1.3859377135438021,1.3821591960467466,1.3818948499409485,1.3870517239170265,1.3849547506480971,234144,324321,324509,234541,324173,324111,234147,324774,324283
random,10,100,1530,0.00997400000000000000,0.00997600000000000000,0.00997600000000000000,0.00997400000000000000,0.00997400000000000000,0.00997600000000000000,1000000,9974,9976,1000000,9976,9974,1000000,9974,9976
random,10,100,1604,0.82995186223373428426,0.82538409679594081539,0.83396861119336689369,0.83327687296416938111,0.82617433580653504203,0.82000991811622228919,422745,350858,348927,422125,352039,351747,421451,348192,345594
random,10,100,1980,0.38564100000000000000,0.38485600000000000000,0.39702000000000000000,0.39714500000000000000,0.38199400000000000000,0.38645200000000000000,1000000,385641,384856,1000000,397020,397145,1000000,381994,386452
random,10,100,2475,1.00856493465496559126,0.99022160489929919818,0.99694711106953507599,0.98452191632935298981,1.00671183371646928211,1.00463935906287222985,791950,798733,784206,791054,788639,778810,790842,796150,794511
random,10,100,2572,0.99657900000000000000,0.99677600000000000000,0.99677600000000000000,0.99657900000000000000,0.99657900000000000000,0.99677600000000000000,1000000,996579,996776,1000000,996776,996579,1000000,996579,996776
random,10,100,3081,1.8106776254673745,1.8110353133113917,1.8144390762043735,1.8140807161014546,1.8157284930559498,1.8160871786667217,388607,703642,703781,387878,703781,703642,387526,703642,703781
random,10,100,3542,335213.000000000000,335246.000000000000,335341.000000000000,335274.000000000000,335061.000000000000,335309.000000000000,0,335213,335246,0,335341,335274,0,335061,335309
