dataset,target,values,seed,m_error_no_stats,m_error_with_stats,p_error_no_stats,p_error_with_stats,f_error_no_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
correlated,10,1000,672,104.7423429112724976,104.7215029996842438,103.9878762541806020,103.9883988294314381,106.4112489307100086,106.4115697177074423,9501,995157,994959,9568,994956,994961,9352,995158,995161
correlated,10,1000,1026,0.33670400000000000000,0.33663700000000000000,0.33663700000000000000,0.33663700000000000000,0.33670400000000000000,0.33670400000000000000,1000000,336704,336637,1000000,336637,336637,1000000,336704,336704
correlated,10,1000,1170,0.55561700000000000000,0.55550700000000000000,0.55550700000000000000,0.55550700000000000000,0.55561700000000000000,0.55561700000000000000,1000000,555617,555507,1000000,555507,555507,1000000,555617,555617
correlated,10,1000,1238,0.55561700000000000000,0.55550700000000000000,0.55550700000000000000,0.55550700000000000000,0.55561700000000000000,0.55561700000000000000,1000000,555617,555507,1000000,555507,555507,1000000,555617,555617
correlated,10,1000,1521,5.0464177598385469,5.0454086781029263,4.9455984174085064,4.9455984174085064,5.0720081135902637,5.0720081135902637,991,5001,5000,1011,5000,5000,986,5001,5001
correlated,10,1000,1530,0.00997600000000000000,0.00997400000000000000,0.00997400000000000000,0.00997400000000000000,0.00997600000000000000,0.00997600000000000000,1000000,9976,9974,1000000,9974,9974,1000000,9976,9976
correlated,10,1000,1916,1542.8434108527131783,1542.5379844961240310,1454.5862573099415205,1454.5862573099415205,1540.4551083591331269,1540.4551083591331269,645,995134,994937,684,994937,994937,646,995134,995134
correlated,10,1000,2475,1.00319740555861674715,1.00229426347186946065,0.99421088874262241309,0.99138258748292049258,0.99989682335397952324,0.98835950218897400057,920121,923063,922232,920694,915364,912760,920751,920656,910033
correlated,10,1000,2604,1.00010300000000000000,0.99990300000000000000,0.99990500000000000000,0.99990400000000000000,1.00010900000000000000,1.00010900000000000000,1000000,1000103,999903,1000000,999905,999904,1000000,1000109,1000109
correlated,10,1000,3140,407452.000000000000,407372.000000000000,407372.000000000000,407372.000000000000,407452.000000000000,407452.000000000000,0,407452,407372,0,407372,407372,0,407452,407452
correlated,10,1000,3153,703781.000000000000,703642.000000000000,703642.000000000000,703642.000000000000,703781.000000000000,703781.000000000000,0,703781,703642,0,703642,703642,0,703781,703781
correlated,10,1000,3531,373.9616935483870968,373.8857526881720430,368.6637931034482759,368.9502652519893899,377.5244233378561737,377.5691994572591588,1488,556455,556342,1508,555945,556377,1474,556471,556537
correlated,10,1000,3618,14.7514019174613019,14.7178334237796212,14.7810079520809666,14.7847774450067128,14.8662173415218070,14.9316644113667118,38697,570835,569536,38732,572498,572644,38428,571279,573794
correlated,10,1000,4294,111123.000000000000,111101.000000000000,111101.000000000000,111101.000000000000,111123.000000000000,111123.000000000000,0,111123,111101,0,111101,111101,0,111123,111123
correlated,10,1000,4520,1.3290035370167094,1.3027895387939296,1.4079106016390864,1.4240917748615164,1.3296420699065813,1.4758930758196004,114786,152551,149542,114454,161141,162993,114324,152010,168730
correlated,10,1000,4642,0.33933757306179465500,0.31805315590192258207,0.33576857361692099216,0.33822836269368997820,0.32424832838861090201,0.34473571565631965047,136015,46155,43260,135784,45592,45926,135498,43935,46711
correlated,10,1000,4927,37041.000000000000,37034.000000000000,37034.000000000000,37034.000000000000,37041.000000000000,37041.000000000000,0,37041,37034,0,37034,37034,0,37041,37041
correlated,10,1000,5360,0.34579500000000000000,0.34543000000000000000,0.34668800000000000000,0.34683500000000000000,0.34527600000000000000,0.34727400000000000000,1000000,345795,345430,1000000,346688,346835,1000000,345276,347274
correlated,10,1000,5462,0.40745200000000000000,0.40737200000000000000,0.40737200000000000000,0.40737200000000000000,0.40745200000000000000,0.40745200000000000000,1000000,407452,407372,1000000,407372,407372,1000000,407452,407452
correlated,10,1000,5728,2815.0000000000000000,2804.0000000000000000,1925.0000000000000000,2924.0000000000000000,2869.0000000000000000,3090.0000000000000000,0,2815,2804,0,1925,2924,0,2869,3090
correlated,10,1000,6646,37041.000000000000,37034.000000000000,37034.000000000000,37034.000000000000,37041.000000000000,37041.000000000000,0,37041,37034,0,37034,37034,0,37041,37041
correlated,10,1000,7532,0.33670400000000000000,0.33663700000000000000,0.33663700000000000000,0.33663700000000000000,0.33670400000000000000,0.33670400000000000000,1000000,336704,336637,1000000,336637,336637,1000000,336704,336704
correlated,10,1000,7791,0.70378100000000000000,0.70364200000000000000,0.70364200000000000000,0.70364200000000000000,0.70378100000000000000,0.70378100000000000000,1000000,703781,703642,1000000,703642,703642,1000000,703781,703781
correlated,10,1000,7916,17.7996592547289328,17.7961644314359355,17.8202974628171479,17.8202974628171479,18.1315414738341047,18.1315414738341047,22891,407452,407372,22860,407372,407372,22472,407452,407452
correlated,10,1000,8300,0.35463400000000000000,0.35394000000000000000,0.35439100000000000000,0.35483000000000000000,0.35294600000000000000,0.35386800000000000000,1000000,354634,353940,1000000,354391,354830,1000000,352946,353868
correlated,10,1000,8711,995134.000000000000,994937.000000000000,994937.000000000000,994937.000000000000,995134.000000000000,995134.000000000000,0,995134,994937,0,994937,994937,0,995134,995134
correlated,10,1000,8866,6823.0000000000000000,5937.0000000000000000,7594.0000000000000000,6930.0000000000000000,6602.0000000000000000,8036.0000000000000000,0,6823,5937,0,7594,6930,0,6602,8036
correlated,10,1000,8930,1.0189907164912001,1.0187891013182767,1.0187567799905848,1.0187567799905848,1.0185539442348454,1.0185539442348454,977109,995665,995468,977140,995468,995468,977528,995665,995665
correlated,10,1000,9463,0.00460047344678190183,0.00401983116709098218,0.00509406139684525671,0.00464721390589391841,0.00454462824940919833,0.00549900018178512998,22389,103,90,22379,114,104,22004,100,121
correlated,10,1000,9757,0.00097751710654936461,0.00097751710654936461,0.00101522842639593909,0.00101522842639593909,0.00101214574898785425,0.00101214574898785425,1023,1,1,985,1,1,988,1,1
correlated,10,1000,9989,0.33337900000000000000,0.33331300000000000000,0.33331000000000000000,0.33331400000000000000,0.33338000000000000000,0.33338000000000000000,1000000,333379,333313,1000000,333310,333314,1000000,333380,333380
correlated,10,1000,11404,331703.000000000000,331637.000000000000,331637.000000000000,331637.000000000000,331703.000000000000,331703.000000000000,0,331703,331637,0,331637,331637,0,331703,331703
correlated,10,1000,11615,0.33433200000000000000,0.33425300000000000000,0.33416400000000000000,0.33431500000000000000,0.33436000000000000000,0.33446600000000000000,1000000,334332,334253,1000000,334164,334315,1000000,334360,334466
correlated,10,1000,11812,0.10252743188262852916,0.10700283565528294908,0.11391351861510568015,0.11667039217147256787,0.10796244784422809458,0.12036807073316113650,81110,8316,8679,80526,9173,9395,80528,8694,9693
correlated,10,1000,12507,0.70378100000000000000,0.70364200000000000000,0.70364200000000000000,0.70364200000000000000,0.70378100000000000000,0.70378100000000000000,1000000,703781,703642,1000000,703642,703642,1000000,703781,703781
correlated,10,1000,12672,0.70378100000000000000,0.70364200000000000000,0.70364200000000000000,0.70364200000000000000,0.70378100000000000000,0.70378100000000000000,1000000,703781,703642,1000000,703642,703642,1000000,703781,703781
correlated,10,1000,13634,0.40745200000000000000,0.40737200000000000000,0.40737200000000000000,0.40737200000000000000,0.40745200000000000000,0.40745200000000000000,1000000,407452,407372,1000000,407372,407372,1000000,407452,407452
correlated,10,1000,14190,0.99788800000000000000,0.99769000000000000000,0.99769000000000000000,0.99769000000000000000,0.99788800000000000000,0.99788800000000000000,1000000,997888,997690,1000000,997690,997690,1000000,997888,997888
correlated,10,1000,14529,1.00007400000000000000,0.99986600000000000000,0.99987700000000000000,0.99987400000000000000,1.00010500000000000000,1.00010500000000000000,1000000,1000074,999866,1000000,999877,999874,1000000,1000105,1000105
correlated,10,1000,14806,330008.000000000000,329979.000000000000,329979.000000000000,329979.000000000000,330045.000000000000,330045.000000000000,0,330008,329979,0,329979,329979,0,330045,330045
correlated,10,1000,14833,330008.000000000000,329979.000000000000,329979.000000000000,329979.000000000000,330045.000000000000,330045.000000000000,0,330008,329979,0,329979,329979,0,330045,330045
correlated,10,1000,14916,999983.000000000000,999983.000000000000,999895.000000000000,999895.000000000000,1000093.000000000000,1000093.000000000000,0,999983,999983,0,999895,999895,0,1000093,1000093
correlated,10,1000,15084,1.00043520236910163226,1.00043520236910163226,1.00041221558875291778,1.00040321087928986860,1.0005652747235156,1.0005612727785704,999535,999970,999970,999477,999889,999880,999514,1000079,1000075
correlated,10,1000,15305,0.57774222577742225777,0.57805815163164534610,0.57648005852816136078,0.57632267902450228732,0.57813119708058690241,0.57600671158780302893,940094,543132,543429,940402,542123,541975,940463,543711,541713
correlated,10,1000,15451,37037.000000000000,37037.000000000000,37034.000000000000,37034.000000000000,37041.000000000000,37041.000000000000,0,37037,37037,0,37034,37034,0,37041,37041
correlated,10,1000,16447,110476.000000000000,110477.000000000000,110563.000000000000,110448.000000000000,110478.000000000000,110436.000000000000,0,110476,110477,0,110563,110448,0,110478,110436
correlated,10,1000,16463,23.8207592503604037,23.8498536542746057,23.8121172353455818,23.8056430446194226,24.2807493770024920,24.1786667853328587,22891,545281,545947,22860,544345,544197,22472,545637,543343
correlated,10,1000,16726,37037.000000000000,37037.000000000000,37034.000000000000,37034.000000000000,37041.000000000000,37041.000000000000,0,37037,37037,0,37034,37034,0,37041,37041
correlated,10,1000,17049,0.99085700000000000000,0.99204300000000000000,0.98973500000000000000,0.99062600000000000000,0.99126300000000000000,0.98934100000000000000,1000000,990857,992043,1000000,989735,990626,1000000,991263,989341
correlated,10,1000,17379,0.99998300000000000000,0.99999800000000000000,0.99991100000000000000,0.99991000000000000000,1.00009700000000000000,1.00010800000000000000,1000000,999983,999998,1000000,999911,999910,1000000,1000097,1000108
correlated,10,1000,18117,0.99247400000000000000,0.99249000000000000000,0.99319700000000000000,0.99215400000000000000,0.99245300000000000000,0.99193900000000000000,1000000,992474,992490,1000000,993197,992154,1000000,992453,991939
correlated,10,1000,19010,0.33444400000000000000,0.33444400000000000000,0.33441500000000000000,0.33441500000000000000,0.33448100000000000000,0.33448100000000000000,1000000,334444,334444,1000000,334415,334415,1000000,334481,334481
