dataset,target,values,seed,m_error_no_stats,m_error_with_stats,p_error_no_stats,p_error_with_stats,f_error_no_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
random,10000,1000,399,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,58975,58975,58975,59043,59043,59043,59107,59107,59107
random,10000,1000,405,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,79899,79899,79899,79347,79347,79347,79064,79064,79064
random,10000,1000,1026,0.56338869597958415262,0.56338869597958415262,0.56255273926708919348,0.57265194339499685026,0.56384726565051441242,0.57381060444925295894,597575,336667,336667,598463,336667,342711,597089,336667,342616
random,10000,1000,1136,0.69456915423631974215,0.69456915423631974215,0.69421851121071750341,0.70074388230839688552,0.69521321059771047007,0.70171914966037471406,799857,555556,555556,800261,555556,560778,799116,555556,560755
random,10000,1000,1374,1.00096112321860782758,1.00096112321860782758,1.00094805483051009166,1.0042953713030632,1.00101440556336167978,1.0043619439224552,995710,996667,996667,995723,996667,1000000,995657,996667,1000000
random,10000,1000,2537,0.33200032832964296153,0.33200032832964296153,0.33198736780993658881,0.34195098269830386323,0.33198770011831429161,0.34192529983964509716,998996,331667,331667,999035,331667,341621,999034,331667,341595
random,10000,1000,2922,1.1207470105707905,1.1207470105707905,1.1218633232927484,1.1274148210300956,1.1219602500819990,1.1275140505114125,497503,557575,557575,496983,557547,560306,496957,557566,560326
random,10000,1000,3711,703704.000000000000,703704.000000000000,703704.000000000000,703704.000000000000,703704.000000000000,703704.000000000000,0,703704,703704,0,703704,703704,0,703704,703704
random,10000,1000,4053,0.27118500000000000000,0.27118500000000000000,0.27072300000000000000,0.27072300000000000000,0.27001000000000000000,0.27001000000000000000,1000000,271185,271185,1000000,270723,270723,1000000,270010,270010
random,10000,1000,5285,0.33501300000000000000,0.33501300000000000000,0.33497700000000000000,0.33497700000000000000,0.33500100000000000000,0.34510600000000000000,1000000,335013,335013,1000000,334977,334977,1000000,335001,345106
random,10000,1000,5418,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.71380900000000000000,1000000,703704,703704,1000000,703704,703704,1000000,703704,713809
