dataset,target,values,seed,m_error_no_stats,m_error_with_stats,p_error_no_stats,p_error_with_stats,f_error_no_stats,f_error_with_stats,m_actual,m_estimate_no_stats,m_estimate_with_stats,p_actual,p_estimate_no_stats,p_estimate_with_stats,f_actual,f_estimate_no_stats,f_estimate_with_stats
random,10000,100,113,111111.000000000000,111111.000000000000,111111.000000000000,111111.000000000000,111111.000000000000,111111.000000000000,0,111111,111111,0,111111,111111,0,111111,111111
random,10000,100,127,111111.000000000000,111111.000000000000,111111.000000000000,111111.000000000000,111111.000000000000,111111.000000000000,0,111111,111111,0,111111,111111,0,111111,111111
random,10000,100,420,0.35665900000000000000,0.35665900000000000000,0.35661900000000000000,0.35603700000000000000,0.35649500000000000000,0.37362600000000000000,1000000,356659,356659,1000000,356619,356037,1000000,356495,373626
random,10000,100,672,10.4346600140459744,10.4346600140459744,10.5102042971018318,10.5102042971018318,10.5374404572880279,10.5374404572880279,95401,995477,995477,94715,995474,995474,94470,995472,995472
random,10000,100,1461,0.17543859649122807018,0.17543859649122807018,0.19521912350597609562,0.27490039840637450199,0.19762845849802371542,0.24505928853754940711,285,50,50,251,49,69,253,50,62
random,10000,100,1590,0.34000800000000000000,0.34000800000000000000,0.34004200000000000000,0.33981400000000000000,0.33990800000000000000,0.35751500000000000000,1000000,340008,340008,1000000,340042,339814,1000000,339908,357515
random,10000,100,3071,1.6555001564449212,1.6555001564449212,1.6545588934058392,1.6570524665662198,1.6558500412532871,1.6582967879337184,246093,407407,407407,246233,407407,408021,246041,407407,408009
random,10000,100,3092,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,0,407407,407407,0,407407,407407,0,407407,407407
random,10000,100,3128,1.0478359498775745,1.0478359498775745,1.0470119296658563,1.0566106590870542,1.0477093003818904,1.0577670339843901,388808,407407,407407,389114,407407,411142,388855,407407,411318
random,10000,100,3710,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,407407.000000000000,0,407407,407407,0,407407,407407,0,407407,407407
random,10000,100,3775,0.75089206066012488849,0.75089206066012488849,0.75585714285714285714,0.75644897959183673469,0.75072463768115942029,0.75143407317320360799,49324,37037,37037,49000,37037,37066,49335,37037,37072
random,10000,100,4538,1.00026312228420213806,0.98049887985084725376,0.99975813527925063185,0.98051395315699082789,1.00004318648676052530,1.00916492355991843387,532072,532212,521696,533356,533227,522963,532574,532597,537455
random,10000,100,4862,0.77969647094848044094,0.77969647094848044094,0.78229704118606022086,0.80379351860563804886,0.77993977299050266389,0.80133510223850738097,522520,407407,407407,520783,407407,418602,522357,407407,418583
random,10000,100,5182,1.7385444743935310,1.8317289179822873,1.6742283376719970,1.8051320193380439,1.7042253521126761,1.8439284354777313,2597,4515,4757,2689,4502,4854,2627,4477,4844
random,10000,100,7514,0.63793347623057490622,0.63793347623057490622,0.64006121551586745343,0.66155769293544528143,0.63813254153768399773,0.65952787078568871481,522520,333333,333333,520783,333333,344528,522357,333333,344509
random,10000,100,7556,0.48435200000000000000,0.48779200000000000000,0.48469000000000000000,0.48469000000000000000,0.48476300000000000000,0.50249000000000000000,1000000,484352,487792,1000000,484690,484690,1000000,484763,502490
random,10000,100,7851,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.70370400000000000000,0.72143100000000000000,1000000,703704,703704,1000000,703704,703704,1000000,703704,721431
random,10000,100,8120,0.59109290673644459642,0.59109290673644459642,0.59143240659946694098,0.60961081934412631685,0.59120445423840636456,0.61231958893097386686,672610,397575,397575,672721,397869,410098,672977,397867,412077
random,10000,100,8367,0.75019269085989695437,0.75019269085989695437,0.74937623329034676424,0.76826015145045061354,0.75005276026800084416,0.76888124782830209997,938031,703704,703704,939053,703704,721437,938206,703704,721369
random,10000,100,8505,1.1508134309319622,1.1508134309319622,1.1479992104185597,1.1710357383483718,1.1514404787032992,1.1743349843164783,611484,703704,703704,612983,703704,717825,611151,703704,717696
random,10000,100,8507,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.40740700000000000000,0.42513500000000000000,1000000,407407,407407,1000000,407407,407407,1000000,407407,425135
random,10000,100,8763,1.0215454389885756,1.0215454389885756,1.0216407050625128,1.0182588645214183,1.0215894499854998,1.0183789057096041,975891,996917,996917,975800,996917,993617,975847,996915,993782
random,10000,100,8798,1.0418946356562523,1.0418946356562523,1.0419459151531399,1.0254957358756116,1.0419022727082339,1.0257962437067008,954991,995000,995000,954944,995000,979291,954984,995000,979619
random,10000,100,8860,61927.000000000000,61927.000000000000,62140.000000000000,62140.000000000000,62098.000000000000,62098.000000000000,0,61927,61927,0,62140,62140,0,62098,62098
